Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
3448,Cuscuta reflexa,Cuscuta reflexa,"[['seed', 'Abortifacient agents'], ['aerial part', 'Anthelmintics'], ['aerial part', 'Antiviral agents'], ['aerial part', 'Dermatitis'], ['aerial part', 'Diphtheria'], ['aerial part', 'Headache'], ['aerial part', 'Joint dislocations'], ['aerial part', 'Orchitis'], ['flower', 'Antinematodal agents'], ['fruit', 'Fever'], ['leaf', 'Exanthema'], ['leaf', 'Furunculosis'], ['leaf', 'Lice infestations'], ['plant exudate', 'Gastritis'], ['root', 'Fractures, bone'], ['seed', 'Analgesics'], ['seed', 'Anti-inflammatory agents'], ['seed', 'Anticonvulsants'], ['seed', 'Liver diseases'], ['seed', 'Antipyretics'], ['seed', 'Cathartics'], ['seed', 'Constipation'], ['seed', 'Contraceptive agents'], ['seed', 'Cough'], ['seed', 'Demulcents'], ['seed', 'Abdominal pain'], ['seed', 'Anthelmintics'], ['seed', 'Diabetes mellitus'], ['seed', 'Flatulence'], ['seed', 'Hematologic diseases'], ['seed', 'Hypnotics and sedatives'], ['seed', 'Intestinal diseases, parasitic'], ['seed', 'Jaundice'], ['seed', 'Laxatives'], ['seed', 'Diuretics'], ['whole plant', 'Fractures, bone'], ['fruit', 'Cough'], ['whole plant', 'Anti-bacterial agents'], ['seed', 'Fever'], ['seed', 'Vomiting'], ['seed', 'Diaphoretic'], ['seed', 'Depurative'], ['shoot', 'Fractures, bone'], ['stem', 'Anti-inflammatory agents'], ['stem', 'Biliary tract diseases'], ['stem', 'Cardiotonic agents'], ['stem', 'Intestinal diseases, parasitic'], ['seed', 'Stomach diseases'], ['stem', 'Contraceptive agents'], ['stem', 'Depressive disorder'], ['stem', 'Diabetes mellitus'], ['stem', 'Edema'], ['stem', 'Flatulence'], ['stem', 'Hemorrhoids'], ['stem', 'Cathartics'], ['stem', 'Constipation'], ['seed', 'Menstruation-inducing agents'], ['stem', 'Hyperpigmentation'], ['stem', 'Jaundice'], ['seed', 'General tonic for rejuvenation'], ['stem', 'Liver diseases'], ['stem', 'Mental disorders'], ['stem', 'Pruritus'], ['stem', 'General tonic for rejuvenation'], ['stem', 'Skin diseases'], ['seed', 'Pain'], ['stem', 'Sprains and strains'], ['stem', 'Tonsillitis'], ['whole plant', 'Anthelmintics'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Antinematodal agents'], ['whole plant', 'Antiparasitic agents'], ['whole plant', 'Antiviral agents'], ['whole plant', 'Dermatitis'], ['stem', 'Lice infestations'], ['stem', 'Wounds and injuries'], ['whole plant', 'Edema'], ['None', 'Hematologic diseases'], ['whole plant', 'Furunculosis'], ['None', 'Cardiotonic agents'], ['whole plant', 'General tonic for rejuvenation'], ['whole plant', 'Spasm'], ['whole plant', 'Wounds and injuries'], ['None', 'Abortifacient agents'], ['None', 'Hair loss'], ['None', 'Anthelmintics'], ['None', 'Cathartics'], ['None', 'Antifungal agents'], ['None', 'Anti-infective agents, local'], ['None', 'Aphrodisiacs'], ['None', 'Appetite stimulants'], ['None', 'Arthralgia'], ['None', 'Arthritis'], ['None', 'Bronchitis'], ['None', 'Burns'], ['None', 'Chest pain'], ['None', 'Antineoplastic agents'], ['None', 'Expectorants'], ['None', 'Gout'], ['stem', 'Respiratory tract infections'], ['None', 'Cough'], ['None', 'Dandruff'], ['None', 'Dermatitis'], ['None', 'Diphtheria'], ['None', 'Diuretics'], ['None', 'Eczema'], ['None', 'Common cold'], ['None', 'Edema'], ['None', 'Headache'], ['None', 'Eye diseases'], ['None', 'Fatigue'], ['None', 'Fever'], ['None', 'Flatulence'], ['None', 'Fractures, bone'], ['None', 'Furunculosis'], ['None', 'Epilepsy'], ['None', 'Heart diseases'], ['None', 'Antirheumatic agents'], ['None', 'Hemorrhoids'], ['None', 'Inflammation'], ['None', 'Jaundice'], ['None', 'Joint diseases'], ['None', 'Laxatives'], ['None', 'Liver diseases'], ['None', 'Skin diseases'], ['None', 'Relaxation'], ['None', 'Hookworm infections'], ['None', 'Menstrual cycle'], ['None', 'Pain'], ['None', 'Paralysis'], ['None', 'Parasympatholytics'], ['None', 'Pharyngitis'], ['None', 'Pregnancy complications'], ['None', 'Pruritus'], ['None', 'Myalgia'], ['None', 'Orchitis'], ['None', 'General tonic for rejuvenation'], ['None', 'Low back pain'], ['None', 'Urologic diseases'], ['None', 'Sciatica'], ['None', 'Splenic diseases'], ['None', 'Sprains and strains'], ['None', 'Stomach diseases'], ['None', 'Tetanus'], ['None', 'Ulcer'], ['whole plant', 'Pruritus'], ['None', 'Tongue diseases'], ['None', 'Urticaria'], ['None', 'Vitiligo'], ['None', 'Warts'], ['None', 'Wound healing'], ['None', 'Wounds and injuries'], ['None', 'Diaphoretic'], ['None', 'Depurative'], ['None', 'Urination disorders'], ['None', 'Snake bites']]"
3450,Cyamopsis tetragonoloba,Cyamopsis tetragonoloba,"[['fruit', 'Diabetes mellitus'], ['fruit', 'Vomiting'], ['fruit', 'Gastric acid'], ['fruit', 'Hypoglycemic agents'], ['fruit', 'Laxatives'], ['fruit', 'Night blindness'], ['fruit', 'Ulcer'], ['leaf', 'Asthma'], ['plant exudate', 'Diabetes mellitus'], ['plant exudate', 'Hypoglycemia'], ['plant exudate', 'Hypolipidemic agents'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Peptic ulcer'], ['seed', 'Antiviral agents'], ['seed', 'Blood glucose regulation'], ['plant exudate', 'Appetite stimulants'], ['fruit', 'Antifungal agents'], ['seed', 'Brain edema'], ['seed', 'Sprains and strains'], ['seed', 'Fractures, bone'], ['seed', 'Hepatomegaly'], ['seed', 'Hypercholesterolemia'], ['seed', 'Hypoglycemic agents'], ['seed', 'Night blindness'], ['seed', 'Plague'], ['seed', 'Smallpox'], ['seed', 'Splenomegaly'], ['seed', 'Cosmetics'], ['None', 'Anorexia'], ['seed', 'Edema'], ['None', 'Vomiting'], ['None', 'Neoplasms'], ['None', 'Dyspepsia'], ['None', 'Galactogogues'], ['None', 'Appetite stimulants'], ['None', 'Lactation disorders']]"
3456,Cyanotis arachnoidea,Cyanotis arachnoidea,"[['leaf', 'Antipruritics'], ['root', 'Arthralgia'], ['root', 'Improve blood circulation'], ['root', 'Rheumatoid arthritis'], ['root', 'Neuromuscular agents']]"
3471,Cyanotis vaga,Cyanotis vaga,"[['whole plant excluding root', 'Diuretics']]"
3477,Cyathocline purpurea,Cyathocline purpurea,"[['whole plant', 'Anthelmintics'], ['aerial part', 'Anthelmintics'], ['aerial part', 'Antifungal agents'], ['leaf', 'Headache'], ['leaf', 'Migraine disorders'], ['root', 'Abdominal pain'], ['root', 'Parasympatholytics'], ['root', 'Toothache'], ['whole plant', 'Anti-arrhythmia agents'], ['leaf', 'Oxytocics'], ['whole plant', 'Hypotension'], ['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Anti-infective agents'], ['None', 'Hypotension'], ['None', 'Cardiovascular system'], ['whole plant', 'Parasympatholytics'], ['None', 'Anti-arrhythmia agents'], ['whole plant', 'Oxytocics'], ['whole plant', 'Oesophagostomiasis'], ['None', 'Antiviral agents']]"
3481,Cyathula capitata,Cyathula capitata,"[['root', 'Furunculosis']]"
3482,Cyathula prostrata,Cyathula prostrata,"[['root', 'Tuberculosis'], ['root', 'Toothache'], ['root', 'Expectorants'], ['root', 'Emetics'], ['root', 'Dysentery'], ['leaf', 'Wounds and injuries'], ['leaf', 'Intestinal diseases, parasitic'], ['leaf', 'Dysentery'], ['leaf', 'Cholera'], ['None', 'Abdominal pain'], ['root', 'Demulcents'], ['leaf', 'Cough'], ['None', 'Anti-bacterial agents'], ['None', 'Expectorants'], ['None', 'Antipruritics'], ['None', 'Wound healing'], ['None', 'Ulcer'], ['None', 'Skin diseases'], ['None', 'Wounds and injuries'], ['None', 'Emetics'], ['None', 'Dyspepsia'], ['None', 'Diarrhea'], ['None', 'Cough'], ['None', 'Bronchitis'], ['None', 'Antidotes']]"
3486,Cyclea barbata,Cyclea barbata,"[['root', 'Anti-arrhythmia agents'], ['root', 'Central nervous system diseases'], ['root', 'Hypoglycemia'], ['root', 'Leukemia'], ['root', 'Muscle, skeletal'], ['root', 'Smallpox'], ['None', 'Fractures, bone']]"
3488,Cyclea peltata,Cyclea peltata,"[['root', 'Antipruritics'], ['leaf', 'Dandruff'], ['leaf', 'Dermatitis'], ['root', 'Hemorrhoids'], ['leaf', 'Eye diseases'], ['leaf', 'Fever'], ['leaf', 'Skin diseases'], ['leaf', 'Snake bites'], ['rhizome', 'Antipyretics'], ['root', 'Abdominal pain'], ['root', 'Hair loss'], ['root', 'Anthelmintics'], ['root', 'Anti-arrhythmia agents'], ['root', 'Anti-bacterial agents'], ['root', 'Antipyretics'], ['leaf', 'Stomach diseases'], ['leaf', 'Eye burn'], ['root', 'Diabetes mellitus'], ['root', 'Helminthiasis'], ['root', 'Antihypertensive agents'], ['root', 'Asthma'], ['root', 'Diarrhea'], ['root', 'Bronchitis'], ['root', 'Cardiovascular diseases'], ['root', 'Cholera'], ['root', 'Cough'], ['root', 'Back pain'], ['root', 'Dandruff'], ['root', 'Dysentery'], ['root', 'Digestive system diseases'], ['root', 'Diuretics'], ['root', 'Dyspepsia'], ['root', 'Edema'], ['root', 'Fever'], ['root', 'Flatulence'], ['root', 'Dermatitis'], ['root', 'Hemorrhage'], ['root', 'Anti-inflammatory agents'], ['root', 'Immunomodulation'], ['root', 'General tonic for rejuvenation'], ['root', 'Uterine diseases'], ['root', 'Jaundice'], ['root', 'Leprosy'], ['root', 'Malaria'], ['root', 'Neoplasms'], ['root', 'Pain'], ['root', 'Vomiting'], ['root', 'Psoriasis'], ['root', 'Smallpox'], ['root', 'Snake bites'], ['root', 'Splenomegaly'], ['root', 'Stomach diseases'], ['root', 'Ulcer'], ['root', 'Urination disorders'], ['root', 'Urologic diseases'], ['root', 'Skin diseases'], ['None', 'Burns'], ['root', 'Thirst'], ['None', 'Typhoid fever'], ['None', 'Wounds and injuries'], ['tuber', 'Hemorrhage'], ['None', 'Central nervous system diseases'], ['None', 'Abdominal pain'], ['None', 'Hair loss'], ['tuber', 'Abdominal pain'], ['None', 'Asthma'], ['root', 'Inflammation'], ['None', 'Anti-bacterial agents'], ['root', 'Wounds and injuries'], ['None', 'Fever'], ['None', 'Fractures, bone'], ['None', 'Malaria'], ['None', 'Postnatal care'], ['None', 'Skin diseases'], ['None', 'Syphilis'], ['None', 'Diarrhea']]"
3489,Cyclospermum leptophyllum,Cyclospermum leptophyllum,"[['None', 'Antifungal agents'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['seed', 'Anti-bacterial agents'], ['whole plant', 'Flatulence'], ['seed', 'Antifungal agents'], ['None', 'Bronchitis'], ['None', 'Liver diseases'], ['None', 'Psoriasis'], ['None', 'Splenic diseases'], ['None', 'Asthma'], ['None', 'Antirheumatic agents']]"
3491,Cydonia oblonga,Cydonia oblonga,"[['fruit', 'Constipation'], ['fruit', 'Diarrhea'], ['fruit', 'Dysentery'], ['fruit', 'Expectorants'], ['fruit', 'Cooling effect on body'], ['leaf', 'Astringents'], ['plant exudate', 'Blister'], ['bark', 'Astringents'], ['seed', 'Antipyretics'], ['plant exudate', 'Ulcer'], ['seed', 'Demulcents'], ['seed', 'Antitussive agents'], ['seed', 'Common cold'], ['seed', 'Constipation'], ['seed', 'Cough'], ['plant exudate', 'Burns'], ['fruit', 'Cardiotonic agents'], ['plant exudate', 'Expectorants'], ['fruit', 'Astringents'], ['seed', 'Vomiting'], ['seed', 'Gonorrhea'], ['seed', 'Cystitis'], ['seed', 'Fever'], ['seed', 'Gastrointestinal agents'], ['seed', 'Pharyngitis'], ['seed', 'Tuberculosis'], ['seed', 'Disorder of mucous membrane'], ['stem', 'Astringents'], ['None', 'Central nervous system diseases'], ['None', 'Burns'], ['seed', 'Dysentery'], ['None', 'Dysentery'], ['None', 'Diarrhea'], ['None', 'Antifungal agents'], ['seed', 'Diarrhea'], ['None', 'Ulcer'], ['seed', 'Dermatitis'], ['None', 'Gonorrhea'], ['None', 'Fever'], ['None', 'Pharyngitis']]"
3492,Cydonia vulgaris,Cydonia oblonga,"[['fruit', 'Astringents'], ['fruit', 'Expectorants'], ['fruit', 'Cardiotonic agents'], ['fruit', 'Constipation'], ['fruit', 'Diarrhea'], ['fruit', 'Dysentery'], ['seed', 'Demulcents'], ['fruit', 'Cooling effect on body'], ['seed', 'Antitussive agents'], ['plant exudate', 'Expectorants'], ['plant exudate', 'Ulcer'], ['seed', 'Antipyretics'], ['seed', 'Common cold'], ['seed', 'Constipation'], ['seed', 'Cough'], ['plant exudate', 'Blister'], ['bark', 'Astringents'], ['plant exudate', 'Burns'], ['seed', 'Cystitis'], ['leaf', 'Astringents'], ['seed', 'Dermatitis'], ['seed', 'Pharyngitis'], ['seed', 'Dysentery'], ['seed', 'Gastrointestinal agents'], ['seed', 'Fever'], ['seed', 'Vomiting'], ['seed', 'Gonorrhea'], ['seed', 'Disorder of mucous membrane'], ['None', 'Dysentery'], ['None', 'Central nervous system diseases'], ['None', 'Antifungal agents'], ['seed', 'Tuberculosis'], ['None', 'Diarrhea'], ['None', 'Fever'], ['None', 'Gonorrhea'], ['None', 'Pharyngitis'], ['None', 'Ulcer'], ['seed', 'Diarrhea'], ['stem', 'Astringents'], ['None', 'Burns']]"
3494,Cymbalaria muralis,Cymbalaria muralis,"[['None', 'Diabetes mellitus']]"
3495,Cymbidium aloifolium,Cymbidium aloifolium,"[['root', 'Antifungal agents'], ['None', 'Cathartics'], ['None', 'Diet, food, and nutrition'], ['None', 'Emetics'], ['None', 'Demulcents']]"
3503,Cymbidium iridioides,Cymbidium iridioides,"[['None', 'Parasympatholytics']]"
3509,Cymbopogon caesius,Cymbopogon caesius,"[['whole plant', 'Anti-bacterial agents'], ['None', 'Anti-bacterial agents'], ['None', 'Central nervous system diseases'], ['None', 'Parasympatholytics']]"
3510,Cymbopogon citratus,Cymbopogon citratus,"[['leaf', 'Expectorants'], ['whole plant', 'General tonic for rejuvenation'], ['fruit', 'Antiviral agents'], ['leaf', 'Analgesia'], ['leaf', 'Analgesics'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Central nervous system diseases'], ['leaf', 'Antipyretics'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antiviral agents'], ['leaf', 'Colic'], ['leaf', 'Common cold'], ['leaf', 'Dyspepsia'], ['leaf', 'Antinematodal agents'], ['leaf', 'Fever'], ['leaf', 'Periodontal diseases'], ['leaf', 'Headache'], ['leaf', 'Diaphoretic'], ['leaf', 'Hypohidrosis'], ['leaf', 'Low back pain'], ['leaf', 'Elephantiasis'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Sprains and strains'], ['leaf', 'Tranquilizing agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Antiperiodic'], ['leaf', 'Depurative'], ['whole plant', 'Antiemetics'], ['whole plant', 'Anti-infective agents'], ['whole plant', 'Central nervous system depressants'], ['whole plant', 'Cholera'], ['whole plant', 'Flatulence'], ['leaf', 'Flatulence'], ['root', 'Anti-bacterial agents'], ['whole plant', 'Hypohidrosis'], ['None', 'Hypohidrosis'], ['whole plant', 'Antiperiodic'], ['None', 'Antifungal agents'], ['None', 'Antimutagenic agents'], ['None', 'Antidotes'], ['None', 'Antinematodal agents'], ['None', 'Fever'], ['None', 'Antirheumatic agents'], ['None', 'Aphrodisiacs'], ['None', 'Antipyretics'], ['None', 'Bites and stings'], ['None', 'Anthelmintics'], ['None', 'Cholera'], ['None', 'Colic'], ['None', 'Common cold'], ['None', 'Dysmenorrhea'], ['None', 'Epilepsy'], ['None', 'Appetite stimulants'], ['None', 'Flatulence'], ['None', 'Bronchitis'], ['None', 'Helminthiasis'], ['None', 'Vomiting'], ['None', 'Headache'], ['None', 'Irritable bowel syndrome'], ['None', 'Counterirritant'], ['None', 'Laxatives'], ['None', 'Low back pain'], ['None', 'Menstruation'], ['None', 'Leprosy'], ['None', 'Neuralgia'], ['None', 'General tonic for rejuvenation'], ['None', 'Skin diseases'], ['None', 'Sprains and strains'], ['None', 'Antiperiodic'], ['None', 'Diaphoretic'], ['None', 'Anorexia'], ['None', 'Mosquito control']]"
3511,Cymbopogon coloratus,Cymbopogon coloratus,"[['None', 'Antifungal agents']]"
3512,Cymbopogon distans,Cymbopogon distans,"[['whole plant', 'Antirheumatic agents'], ['whole plant', 'Asthma'], ['aerial part', 'Fever'], ['whole plant', 'Abdominal pain'], ['whole plant', 'Antitussive agents'], ['whole plant', 'General tonic for rejuvenation'], ['whole plant', 'Bronchitis'], ['whole plant', 'Cough'], ['whole plant', 'Common cold'], ['whole plant', 'Thoracic diseases'], ['whole plant', 'Anti-bacterial agents']]"
3513,Cymbopogon flexuosus,Cymbopogon flexuosus,"[['None', 'Anthelmintics'], ['leaf', 'Fever'], ['whole plant', 'Insecticides'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Anti-bacterial agents'], ['leaf', 'Headache'], ['leaf', 'Antinematodal agents'], ['leaf', 'Dyspepsia'], ['leaf', 'Common cold'], ['leaf', 'Anthelmintics'], ['None', 'Anorexia'], ['leaf', 'Diarrhea'], ['None', 'Bronchitis'], ['None', 'Fever'], ['None', 'Sprains and strains'], ['None', 'Insect repellents'], ['None', 'Laxatives'], ['None', 'Mosquito control'], ['None', 'Flatulence'], ['None', 'Cough'], ['None', 'Parasympatholytics'], ['None', 'Common cold'], ['None', 'Irritable bowel syndrome'], ['None', 'Pain'], ['leaf', 'Vomiting']]"
3516,Cymbopogon jwarancusa,Cymbopogon jwarancusa,"[['leaf', 'Anti-inflammatory agents'], ['leaf', 'Anuria'], ['root', 'Parasympatholytics'], ['flower', 'Hemostatics'], ['leaf', 'Amenorrhea'], ['leaf', 'Anticonvulsants'], ['leaf', 'Antifungal agents'], ['leaf', 'Hemiplegia'], ['leaf', 'Nervous system diseases'], ['leaf', 'Arthritis'], ['leaf', 'Facial paralysis'], ['leaf', 'Flatulence'], ['leaf', 'Neuralgia'], ['leaf', 'Inflammation'], ['leaf', 'Insecticides'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Anti-bacterial agents'], ['root', 'Flatulence'], ['leaf', 'Parasympatholytics'], ['leaf', 'Splenic diseases'], ['leaf', 'Stomach diseases'], ['root', 'Anuria'], ['leaf', 'Diaphoretic'], ['leaf', 'Deobstruent'], ['root', 'Amenorrhea'], ['root', 'Anticonvulsants'], ['leaf', 'General tonic for rejuvenation'], ['root', 'Antirheumatic agents'], ['root', 'Appetite stimulants'], ['root', 'Arthritis'], ['root', 'Facial paralysis'], ['leaf', 'Laxatives'], ['root', 'Hemiplegia'], ['root', 'Inflammation'], ['root', 'Nervous system diseases'], ['root', 'Laxatives'], ['root', 'Neuralgia'], ['leaf', 'Appetite stimulants'], ['root', 'General tonic for rejuvenation'], ['root', 'Stomach diseases'], ['root', 'Diaphoretic'], ['root', 'Deobstruent'], ['stem', 'Splenic diseases'], ['stem', 'Anticonvulsants'], ['stem', 'Anti-inflammatory agents'], ['stem', 'Anuria'], ['stem', 'Arthritis'], ['stem', 'Appetite stimulants'], ['None', 'General tonic for rejuvenation'], ['stem', 'Flatulence'], ['stem', 'Hemiplegia'], ['root', 'Anti-inflammatory agents'], ['stem', 'Laxatives'], ['stem', 'Nervous system diseases'], ['stem', 'Facial paralysis'], ['stem', 'Amenorrhea'], ['stem', 'Stomach diseases'], ['stem', 'Inflammation'], ['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Antirheumatic agents'], ['whole plant', 'Gout'], ['whole plant', 'Anti-infective agents, local'], ['whole plant', 'Antipyretics'], ['whole plant', 'Cholera'], ['whole plant', 'Cough'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Fever'], ['whole plant', 'Anti-infective agents'], ['stem', 'Deobstruent'], ['whole plant', 'General tonic for rejuvenation'], ['None', 'Antifungal agents'], ['None', 'Antirheumatic agents'], ['None', 'Cholera'], ['None', 'Cough'], ['None', 'Dyspepsia'], ['whole plant', 'Hematologic diseases'], ['root', 'Splenic diseases']]"
3518,Cymbopogon martini,Cymbopogon martini,"[['leaf', 'Epilepsy'], ['leaf', 'Ear diseases'], ['leaf', 'Common cold'], ['leaf', 'Bronchitis'], ['leaf', 'Antiviral agents'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-infective agents'], ['leaf', 'Hair loss'], ['flower', 'Typhoid fever'], ['aerial part', 'Fever'], ['leaf', 'Fever'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Fractures, bone'], ['leaf', 'Skin diseases'], ['leaf', 'Insect repellents'], ['leaf', 'Heart diseases'], ['whole plant', 'Hypothermia'], ['whole plant', 'Insecticides'], ['whole plant', 'Antinematodal agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Central nervous system diseases'], ['leaf', 'Pharyngitis'], ['leaf', 'Pain'], ['leaf', 'Low back pain'], ['leaf', 'Leprosy'], ['whole plant', 'Anthelmintics'], ['leaf', 'Joint diseases'], ['leaf', 'Abdominal pain'], ['None', 'Hair loss'], ['None', 'Anorexia'], ['None', 'Anthelmintics'], ['None', 'Low back pain'], ['None', 'Epilepsy'], ['None', 'Dyspepsia'], ['None', 'Cough'], ['None', 'Common cold'], ['None', 'Colic'], ['None', 'Cardiotonic agents'], ['None', 'Bronchitis'], ['None', 'Appetite stimulants'], ['None', 'Antirheumatic agents'], ['None', 'Antipyretics'], ['None', 'Fever'], ['None', 'Antinematodal agents'], ['None', 'Central nervous system depressants'], ['None', 'Flatulence'], ['None', 'Diuretics'], ['None', 'Heart diseases'], ['None', 'Leprosy'], ['None', 'Galactogogues'], ['None', 'Anti-bacterial agents'], ['None', 'Skin diseases'], ['None', 'General tonic for rejuvenation'], ['None', 'Pharyngitis'], ['None', 'Neuralgia'], ['None', 'Urination disorders'], ['None', 'Laryngeal diseases'], ['None', 'Lactation disorders'], ['None', 'Insect repellents'], ['None', 'Hypohidrosis'], ['None', 'Hematologic diseases'], ['None', 'Liver diseases'], ['None', 'Helminthiasis']]"
3519,Cymbopogon nardus,Cymbopogon nardus,"[['leaf', 'General tonic for rejuvenation'], ['leaf', 'Counterirritant'], ['leaf', 'Insecticides'], ['leaf', 'Hypohidrosis'], ['leaf', 'Central nervous system diseases'], ['leaf', 'Flatulence'], ['leaf', 'Anti-infective agents, local'], ['leaf', 'Diaphoretic'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Hypnotics and sedatives'], ['leaf', 'Appetite stimulants'], ['whole plant', 'Neuralgia'], ['None', 'Antifungal agents'], ['whole plant', 'Anti-infective agents'], ['None', 'Anti-bacterial agents'], ['whole plant', 'Diaphoretic'], ['whole plant', 'General tonic for rejuvenation'], ['None', 'Hair loss'], ['whole plant', 'Counterirritant'], ['whole plant', 'Hypohidrosis'], ['whole plant', 'Hypnotics and sedatives'], ['whole plant', 'Flatulence'], ['whole plant', 'Parasympatholytics'], ['None', 'Antirheumatic agents'], ['whole plant', 'Diuretics'], ['None', 'Anti-infective agents, local'], ['leaf', 'Antifungal agents'], ['None', 'Appetite stimulants'], ['None', 'Cholera'], ['None', 'Hyperhidrosis'], ['None', 'Headache'], ['None', 'Flatulence'], ['None', 'Digestive system diseases'], ['None', 'Disinfectants'], ['None', 'Depression'], ['None', 'Common cold'], ['None', 'Hypohidrosis'], ['None', 'Fatigue'], ['None', 'Insect repellents'], ['None', 'Pain'], ['None', 'Fever'], ['None', 'Menstruation disturbances'], ['None', 'Intestinal diseases, parasitic'], ['None', 'Counterirritant'], ['None', 'Bites and stings'], ['None', 'Stomach diseases'], ['None', 'Sprains and strains'], ['None', 'Diaphoretic'], ['None', 'Postnatal care'], ['None', 'Parasympatholytics'], ['None', 'Nootropic agents'], ['None', 'Mosquito control'], ['None', 'Migraine disorders'], ['None', 'General tonic for rejuvenation']]"
3522,Cymbopogon olivieri,Cymbopogon jwarancusa,"[['leaf', 'Anuria'], ['leaf', 'Anti-inflammatory agents'], ['flower', 'Hemostatics'], ['leaf', 'Amenorrhea'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Anticonvulsants'], ['leaf', 'Antifungal agents'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Hemiplegia'], ['leaf', 'Neuralgia'], ['leaf', 'Arthritis'], ['leaf', 'Facial paralysis'], ['leaf', 'Inflammation'], ['leaf', 'Insecticides'], ['leaf', 'Laxatives'], ['leaf', 'Parasympatholytics'], ['leaf', 'Appetite stimulants'], ['leaf', 'Flatulence'], ['root', 'Anticonvulsants'], ['root', 'Nervous system diseases'], ['root', 'Anuria'], ['leaf', 'Stomach diseases'], ['leaf', 'Diaphoretic'], ['leaf', 'Nervous system diseases'], ['leaf', 'Deobstruent'], ['root', 'Amenorrhea'], ['root', 'Anti-inflammatory agents'], ['leaf', 'Splenic diseases'], ['root', 'Parasympatholytics'], ['root', 'Appetite stimulants'], ['root', 'Arthritis'], ['root', 'Facial paralysis'], ['root', 'Flatulence'], ['root', 'Hemiplegia'], ['root', 'Inflammation'], ['leaf', 'General tonic for rejuvenation'], ['root', 'Laxatives'], ['root', 'Neuralgia'], ['stem', 'Laxatives'], ['root', 'General tonic for rejuvenation'], ['stem', 'Appetite stimulants'], ['stem', 'Stomach diseases'], ['root', 'Stomach diseases'], ['root', 'Diaphoretic'], ['root', 'Deobstruent'], ['stem', 'Anti-inflammatory agents'], ['stem', 'Anuria'], ['stem', 'Deobstruent'], ['stem', 'Amenorrhea'], ['stem', 'Flatulence'], ['stem', 'Hemiplegia'], ['stem', 'Inflammation'], ['stem', 'Nervous system diseases'], ['stem', 'Facial paralysis'], ['stem', 'Splenic diseases'], ['root', 'Antirheumatic agents'], ['stem', 'Arthritis'], ['None', 'Antifungal agents'], ['stem', 'Anticonvulsants'], ['root', 'Splenic diseases'], ['whole plant', 'Gout'], ['whole plant', 'Anti-infective agents'], ['whole plant', 'Antipyretics'], ['whole plant', 'Antirheumatic agents'], ['whole plant', 'Cholera'], ['whole plant', 'Cough'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Fever'], ['whole plant', 'Anti-infective agents, local'], ['whole plant', 'Anti-bacterial agents'], ['whole plant', 'General tonic for rejuvenation'], ['None', 'Antirheumatic agents'], ['None', 'Cholera'], ['None', 'Cough'], ['None', 'Dyspepsia'], ['None', 'General tonic for rejuvenation'], ['whole plant', 'Hematologic diseases']]"
