,Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
481,1998,Calotropis gigantea,Calotropis gigantea,"[['root', 'Menstruation disturbances'], ['root', 'Malaria'], ['root', 'Lupus erythematosus, systemic'], ['root', 'Liver diseases'], ['root', 'Leprosy'], ['root', 'Expectorants'], ['root', 'Flatulence'], ['root', 'Hypertension'], ['root', 'Headache'], ['root', 'Insecticides'], ['root', 'Intestinal diseases, parasitic'], ['root', 'Ipecac'], ['root', 'Labor pain'], ['root', 'Night blindness'], ['root', 'Laxatives'], ['root', 'Furunculosis'], ['root', 'Pain'], ['root', 'Dysentery'], ['root', 'General tonic for rejuvenation'], ['stem', 'Abortifacient agents'], ['shoot', 'Toothache'], ['seed', 'Earache'], ['root', 'Depurative'], ['root', 'Diaphoretic'], ['root', 'Wounds and injuries'], ['root', 'Visceral disorders'], ['root', 'Ulcer'], ['root', 'Toothache'], ['root', 'Emetics'], ['root', 'Syphilis'], ['root', 'Snake bites'], ['root', 'Skin diseases'], ['root', 'Scorpion stings'], ['root', 'Scabies'], ['root', 'Parasympatholytics'], ['root', 'Elephantiasis'], ['root', 'Antineoplastic agents'], ['root', 'Eczema'], ['root', 'Anticonvulsants'], ['root', 'Anthelmintics'], ['root', 'Abortifacient agents'], ['root', 'Abdominal pain'], ['root', 'Abdominal neoplasms'], ['plant exudate', 'Irritant'], ['root', 'Antiemetics'], ['plant exudate', 'Wounds and injuries'], ['plant exudate', 'Uterine contraction'], ['plant exudate', 'Urination disorders'], ['plant exudate', 'Tuberculosis'], ['plant exudate', 'Toothache'], ['plant exudate', 'Tooth diseases'], ['plant exudate', 'Thrombosis'], ['plant exudate', 'Vitiligo'], ['root', 'Antifungal agents'], ['stem', 'Arthralgia'], ['root', 'Antipyretics'], ['root', 'Ear diseases'], ['root', 'Dyspepsia'], ['root', 'Dracunculiasis'], ['root', 'Diarrhea'], ['root', 'Dermatologic agents'], ['root', 'Cough'], ['root', 'Cathartics'], ['root', 'Cardiovascular system'], ['root', 'Bronchitis'], ['root', 'Bites and stings'], ['root', 'Asthma'], ['root', 'Ascites'], ['root', 'Arthralgia'], ['root', 'Antirheumatic agents'], ['root', 'Edema'], ['stem', 'Chest pain'], ['whole plant', 'Neoplasms'], ['stem', 'Cough'], ['None', 'Elephantiasis'], ['None', 'Edema'], ['None', 'Eczema'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['None', 'Diuretics'], ['None', 'Epilepsy'], ['None', 'Digestive system diseases'], ['None', 'Demulcents'], ['None', 'Delirium'], ['None', 'Cough'], ['None', 'Contraceptive agents'], ['None', 'Common cold'], ['None', 'Colic'], ['None', 'Diarrhea'], ['None', 'Exanthema'], ['None', 'Expectorants'], ['None', 'Fever'], ['None', 'Pneumonia'], ['None', 'Pleurisy'], ['None', 'Pain'], ['None', 'Neuralgia'], ['None', 'Neoplasms'], ['None', 'Liver diseases'], ['None', 'Leukorrhea'], ['None', 'Leprosy'], ['None', 'Laxatives'], ['None', 'Hemorrhoids'], ['None', 'Hemorrhage'], ['None', 'Hemiplegia'], ['None', 'Gonorrhea'], ['None', 'Furunculosis'], ['None', 'Fractures, bone'], ['None', 'Cholera'], ['stem', 'Common cold'], ['None', 'Chest pain'], ['None', 'Carbuncle'], ['whole plant', 'Expectorants'], ['whole plant', 'Elephantiasis'], ['whole plant', 'Dysentery'], ['whole plant', 'Dental caries'], ['whole plant', 'Cough'], ['whole plant', 'Common cold'], ['whole plant', 'Insect bites and stings'], ['whole plant', 'Bronchitis'], ['whole plant', 'Antirheumatic agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Anthelmintics'], ['stem', 'Toothache'], ['stem', 'Malaria'], ['stem', 'Jaundice'], ['whole plant', 'Asthma'], ['whole plant', 'Leprosy'], ['plant exudate', 'Snake bites'], ['whole plant', 'Splenic diseases'], ['None', 'Bronchitis'], ['None', 'Bites and stings'], ['None', 'Asthma'], ['None', 'Ascites'], ['None', 'Antirheumatic agents'], ['None', 'Antifungal agents'], ['None', 'Antidotes'], ['None', 'Anticonvulsants'], ['None', 'Anti-arrhythmia agents'], ['None', 'Anthelmintics'], ['None', 'Anorexia'], ['None', 'Abdominal pain'], ['whole plant', 'Diaphoretic'], ['whole plant', 'Toothache'], ['whole plant', 'Syphilis'], ['None', 'Cathartics'], ['plant exudate', 'Skin diseases'], ['plant exudate', 'Furunculosis'], ['plant exudate', 'Scabies'], ['flower', 'Pain'], ['flower', 'Neoplasms'], ['flower', 'Mucus discharge'], ['flower', 'Mental disorders'], ['flower', 'Liver diseases'], ['flower', 'Inflammation'], ['flower', 'Rabies'], ['flower', 'Hemorrhage'], ['flower', 'Dyspepsia'], ['flower', 'Digestive system diseases'], ['flower', 'Cough'], ['flower', 'Common cold'], ['flower', 'Cholera'], ['flower', 'Cathartics'], ['flower', 'Eczema'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Skin diseases'], ['flower', 'Snake bites'], ['leaf', 'Arthralgia'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Antidotes'], ['leaf', 'Anticonvulsants'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Anthelmintics'], ['leaf', 'Abdominal pain'], ['fruit', 'Vitiligo'], ['fruit', 'Neoplasms'], ['flower', 'Wound healing'], ['flower', 'Tuberculosis'], ['flower', 'Stomach diseases'], ['flower', 'Bites and stings'], ['leaf', 'Asthma'], ['flower', 'Astringents'], ['flower', 'Appetite stimulants'], ['bark', 'Bites and stings'], ['bark', 'Asthma'], ['bark', 'Anti-inflammatory agents'], ['bark', 'Abdominal pain'], ['aerial part', 'Diarrhea'], ['leaf', 'Insect bites and stings'], ['bark', 'Diarrhea'], ['leaf', 'Laxatives'], ['leaf', 'Furunculosis'], ['leaf', 'Orchitis'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Pain'], ['leaf', 'Tonsillitis'], ['leaf', 'Stomach diseases'], ['leaf', 'Malaria'], ['bark', 'Dysentery'], ['bark', 'Eczema'], ['bark', 'Elephantiasis'], ['flower', 'Antinematodal agents'], ['flower', 'Anthelmintics'], ['flower', 'Anorexia'], ['flower', 'Analgesics'], ['bark', 'Urination disorders'], ['bark', 'Toothache'], ['bark', 'Syphilis'], ['bark', 'Snake bites'], ['bark', 'Skin diseases'], ['bark', 'Rabies'], ['bark', 'Leprosy'], ['bark', 'Laxatives'], ['bark', 'Fractures, bone'], ['bark', 'Fever'], ['bark', 'Epilepsy'], ['flower', 'Asthma'], ['leaf', 'Bites and stings'], ['leaf', 'Cardiovascular system'], ['plant exudate', 'Expectorants'], ['plant exudate', 'Exanthema'], ['plant exudate', 'Encephalitis'], ['plant exudate', 'Emetics'], ['plant exudate', 'Eczema'], ['plant exudate', 'Dysentery'], ['plant exudate', 'Fractures, bone'], ['plant exudate', 'Dracunculiasis'], ['plant exudate', 'Common cold'], ['plant exudate', 'Chest pain'], ['plant exudate', 'Cathartics'], ['plant exudate', 'Bites and stings'], ['plant exudate', 'Asthma'], ['plant exudate', 'Ascites'], ['plant exudate', 'Cough'], ['None', 'Postnatal care'], ['plant exudate', 'Galactogogues'], ['plant exudate', 'Headache'], ['plant exudate', 'Rabies'], ['plant exudate', 'Pruritus'], ['plant exudate', 'Postnatal care'], ['plant exudate', 'Anti-poisoning'], ['plant exudate', 'Parasympatholytics'], ['plant exudate', 'Pain'], ['plant exudate', 'Neoplasms'], ['plant exudate', 'Migraine disorders'], ['plant exudate', 'Leprosy'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Counterirritant'], ['plant exudate', 'Hypotension'], ['plant exudate', 'Hepatomegaly'], ['plant exudate', 'Hemostatics'], ['plant exudate', 'Hemagglutination'], ['plant exudate', 'Antirheumatic agents'], ['plant exudate', 'Anti-inflammatory agents'], ['plant exudate', 'Anti-infective agents, local'], ['plant exudate', 'Antifungal agents'], ['leaf', 'Migraine disorders'], ['leaf', 'Hemorrhoids'], ['leaf', 'Gout'], ['leaf', 'Fractures, bone'], ['leaf', 'Fever'], ['leaf', 'Epilepsy'], ['leaf', 'Endophthalmitis'], ['leaf', 'Edema'], ['leaf', 'Earache'], ['leaf', 'Paralysis'], ['plant exudate', 'Scorpion stings'], ['leaf', 'Pneumonia'], ['leaf', 'Scabies'], ['plant exudate', 'Anticoagulants'], ['plant exudate', 'Anthelmintics'], ['plant exudate', 'Abortifacient agents'], ['plant exudate', 'Abdominal pain'], ['leaf', 'Rheumatoid arthritis'], ['leaf', 'Delayed puberty'], ['leaf', 'Otorrhea'], ['leaf', 'Wounds and injuries'], ['leaf', 'Ulcer'], ['leaf', 'Toothache'], ['leaf', 'Thrombosis'], ['leaf', 'Snake bites'], ['leaf', 'Skin diseases'], ['leaf', 'Rabies'], ['None', 'Rabies'], ['None', 'Sprains and strains'], ['None', 'Scabies'], ['None', 'Scorpion stings'], ['None', 'Sepsis'], ['None', 'Smallpox'], ['None', 'General tonic for rejuvenation'], ['None', 'Wounds and injuries'], ['None', 'Vitiligo'], ['None', 'Urination disorders'], ['None', 'Ulcer'], ['None', 'Toothache'], ['None', 'Skin diseases'], ['None', 'Tongue diseases'], ['None', 'Hydrocele'], ['None', 'Syphilis'], ['None', 'Stomatitis, aphthous'], ['None', 'Splenomegaly'], ['None', 'Splenic diseases'], ['None', 'Snake bites'], ['None', 'Tetanus']]",Plantae,Apocynaceae,Angiosperms,Crown Flower,"Calotropis gigantea, Asclepias gigantea, Calotropis gigentea, Calotropis gigantean","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani"
482,1999,Calotropis procera,Calotropis procera,"[['flower', 'Gastrointestinal diseases'], ['None', 'Eczema'], ['root', 'Dyspnea'], ['root', 'Dystocia'], ['root', 'Eczema'], ['root', 'Edema'], ['root', 'Elephantiasis'], ['root', 'Emetics'], ['root', 'Dyspepsia'], ['root', 'Expectorants'], ['root', 'Fever'], ['root', 'Filariasis'], ['root', 'Flatulence'], ['root', 'Gastroenteritis'], ['root', 'Gastrointestinal diseases'], ['root', 'Hypertension'], ['root', 'Fatigue'], ['root', 'Inflammation'], ['root', 'Dysentery'], ['root', 'Pneumonia'], ['root', 'Wounds and injuries'], ['root', 'Mucus in stool'], ['root', 'Diaphoretic'], ['seed', 'Asthenia'], ['seed', 'Asthma'], ['seed', 'Back pain'], ['root', 'Metrorrhagia'], ['shoot', 'Menstruation disturbances'], ['stem', 'Antipyretics'], ['stem', 'Dental caries'], ['stem', 'Diarrhea'], ['stem', 'Dysentery'], ['root', 'Pruritus'], ['root', 'Diarrhea'], ['stem', 'Abortifacient agents'], ['root', 'Wound healing'], ['root', 'Intestinal diseases, parasitic'], ['root', 'Jaundice'], ['flower', 'Stomach diseases'], ['flower', 'Wounds and injuries'], ['fruit', 'Asthma'], ['fruit', 'Back pain'], ['fruit', 'Common cold'], ['fruit', 'Cough'], ['flower', 'Splenomegaly'], ['fruit', 'Leukorrhea'], ['leaf', 'Analgesics'], ['leaf', 'Angiotensin-converting enzyme inhibitors'], ['leaf', 'Anthelmintics'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-infective agents'], ['leaf', 'Abdominal pain'], ['root', 'Ipecac'], ['flower', 'Spermatocidal agents'], ['flower', 'Scabies'], ['root', 'Leprosy'], ['root', 'Leukorrhea'], ['root', 'Liver diseases'], ['root', 'Malaria'], ['root', 'Mental disorders'], ['root', 'Parasympatholytics'], ['flower', 'Skin diseases'], ['plant exudate', 'Asthma'], ['plant exudate', 'Arthralgia'], ['flower', 'Migraine disorders'], ['flower', 'Mucus discharge'], ['flower', 'Periodontitis'], ['flower', 'Pruritus'], ['flower', 'General tonic for rejuvenation'], ['plant exudate', 'Arthritis'], ['root', 'Visceral disorders'], ['root', 'Ulcer'], ['root', 'Toothache'], ['root', 'Asthma'], ['root', 'Back pain'], ['root', 'Bites and stings'], ['root', 'Bronchitis'], ['root', 'Cardiovascular system'], ['root', 'Cathartics'], ['root', 'Ascites'], ['root', 'Celiac disease'], ['root', 'Common cold'], ['plant exudate', 'Vomiting'], ['root', 'Constipation'], ['plant exudate', 'Vitiligo'], ['plant exudate', 'Toothache'], ['plant exudate', 'Cardiotonic agents'], ['root', 'Cholera'], ['plant exudate', 'Carrageenan'], ['root', 'Arthritis'], ['root', 'Appetite stimulants'], ['leaf', 'Wounds and injuries'], ['plant exudate', 'Headache'], ['plant exudate', 'Wound healing'], ['plant exudate', 'Wounds and injuries'], ['plant exudate', 'Irritant'], ['root', 'Abdominal pain'], ['root', 'Arrhythmias, cardiac'], ['root', 'Abortifacient agents'], ['root', 'Anthelmintics'], ['root', 'Anti-bacterial agents'], ['root', 'Anti-infective agents'], ['root', 'Anti-inflammatory agents'], ['root', 'Antineoplastic agents'], ['root', 'Antirheumatic agents'], ['root', 'Anemia'], ['plant exudate', 'Cathartics'], ['plant exudate', 'Cholera'], ['plant exudate', 'Conjunctivitis'], ['plant exudate', 'Tooth diseases'], ['plant exudate', 'Uterine contraction'], ['plant exudate', 'Bites and stings'], ['root', 'Cough'], ['root', 'Dracunculiasis'], ['root', 'Respiratory system agents'], ['plant exudate', 'Snake bites'], ['root', 'Scorpion stings'], ['root', 'Snake bites'], ['root', 'Spasm'], ['root', 'Spermatocidal agents'], ['root', 'Splenic diseases'], ['root', 'Splenomegaly'], ['root', 'Sterilization, reproductive'], ['root', 'Skin diseases'], ['plant exudate', 'Skin diseases'], ['plant exudate', 'Scorpion stings'], ['plant exudate', 'Parkinson disease'], ['plant exudate', 'Diarrhea'], ['plant exudate', 'Dracunculiasis'], ['plant exudate', 'Eczema'], ['plant exudate', 'Edema'], ['plant exudate', 'Epilepsy'], ['plant exudate', 'Fibrinolysis'], ['plant exudate', 'Furunculosis'], ['bark', 'Fever'], ['plant exudate', 'Insecticides'], ['plant exudate', 'Laxatives'], ['plant exudate', 'Leprosy'], ['plant exudate', 'Malaria'], ['plant exudate', 'Molluscacides'], ['plant exudate', 'Neoplasms'], ['plant exudate', 'Pain'], ['leaf', 'Anti-inflammatory agents'], ['None', 'Appetite stimulants'], ['leaf', 'Antinematodal agents'], ['leaf', 'Antineoplastic agents'], ['None', 'Furunculosis'], ['None', 'Hemiplegia'], ['None', 'Hemorrhoids'], ['None', 'Laxatives'], ['None', 'Liver diseases'], ['None', 'Muscular diseases'], ['None', 'Flatulence'], ['None', 'Neoplasms'], ['None', 'Skin diseases'], ['None', 'Smallpox'], ['None', 'Splenic diseases'], ['None', 'Splenomegaly'], ['None', 'Syphilis'], ['None', 'Hydrocele'], ['None', 'Pain'], ['None', 'Toothache'], ['None', 'Fever'], ['stem', 'Leprosy'], ['leaf', 'Earache'], ['leaf', 'Edema'], ['leaf', 'Emetics'], ['leaf', 'Expectorants'], ['leaf', 'Fever'], ['leaf', 'Fistula'], ['None', 'Expectorants'], ['leaf', 'Gastritis'], ['leaf', 'Hemorrhage'], ['leaf', 'Hemorrhoids'], ['leaf', 'Inflammation'], ['leaf', 'Dyspnea'], ['stem', 'Headache'], ['stem', 'Hemorrhoids'], ['leaf', 'Headache'], ['leaf', 'Ear diseases'], ['None', 'Ulcer'], ['None', 'Diaphoretic'], ['None', 'Antineoplastic agents'], ['None', 'Emetics'], ['None', 'Antirheumatic agents'], ['None', 'Ascites'], ['None', 'Asthma'], ['None', 'Back pain'], ['None', 'Antifungal agents'], ['None', 'Blister'], ['None', 'Colic'], ['None', 'Common cold'], ['None', 'Cough'], ['None', 'Demulcents'], ['None', 'Digestive system diseases'], ['None', 'Dysentery'], ['None', 'Cathartics'], ['None', 'Wounds and injuries'], ['None', 'Anti-bacterial agents'], ['None', 'Anorexia'], ['bark', 'Cathartics'], ['bark', 'Anthelmintics'], ['bark', 'Abdominal pain'], ['None', 'Exanthema'], ['None', 'Epilepsy'], ['bark', 'Leprosy'], ['None', 'Anthelmintics'], ['None', 'Elephantiasis'], ['stem', 'Periodontal diseases'], ['stem', 'Sterilization, reproductive'], ['stem', 'Malaria'], ['wood', 'Asthma'], ['wood', 'Snake bites'], ['None', 'Abdominal pain'], ['stem', 'Periodontitis'], ['leaf', 'Dyspepsia'], ['stem', 'Ear diseases'], ['leaf', 'Dracunculiasis'], ['flower', 'Digestive system diseases'], ['flower', 'Dyspepsia'], ['flower', 'Earache'], ['flower', 'Emetics'], ['flower', 'Expectorants'], ['flower', 'Fever'], ['flower', 'Cough'], ['flower', 'Gonorrhea'], ['flower', 'Hemorrhoids'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Arrhythmias, cardiac'], ['leaf', 'Arthralgia'], ['leaf', 'Leukorrhea'], ['leaf', 'Malaria'], ['flower', 'Headache'], ['leaf', 'Molluscacides'], ['flower', 'Common cold'], ['flower', 'Cathartics'], ['flower', 'Liver diseases'], ['flower', 'Hemorrhage'], ['bark', 'Splenic diseases'], ['bark', 'Wounds and injuries'], ['flower', 'Abortifacient agents'], ['flower', 'Analgesics'], ['flower', 'Cholera'], ['flower', 'Anorexia'], ['flower', 'Anti-bacterial agents'], ['flower', 'Anti-infective agents'], ['flower', 'Anti-inflammatory agents'], ['flower', 'Appetite stimulants'], ['flower', 'Asthma'], ['flower', 'Bites and stings'], ['flower', 'Anthelmintics'], ['leaf', 'Pain'], ['leaf', 'Paralysis'], ['leaf', 'Pneumonia'], ['leaf', 'Leprosy'], ['leaf', 'Jaundice'], ['leaf', 'Insect repellents'], ['leaf', 'Influenza, human'], ['leaf', 'Arthritis'], ['leaf', 'Asthma'], ['plant exudate', 'Antirheumatic agents'], ['leaf', 'Back pain'], ['leaf', 'Cardiovascular system'], ['leaf', 'Cathartics'], ['leaf', 'Common cold'], ['leaf', 'Constipation'], ['leaf', 'Contraceptive agents'], ['leaf', 'Cough'], ['leaf', 'Callosities'], ['plant exudate', 'Antifungal agents'], ['plant exudate', 'Anticoagulants'], ['plant exudate', 'Anthelmintics'], ['leaf', 'Pruritus'], ['leaf', 'Scorpion stings'], ['leaf', 'Skin diseases'], ['leaf', 'Snake bites'], ['leaf', 'Splenic diseases'], ['leaf', 'Splenomegaly'], ['leaf', 'Stomach diseases'], ['leaf', 'Suppuration'], ['leaf', 'Urination disorders'], ['leaf', 'Visceral disorders'], ['leaf', 'Wound healing'], ['bark', 'Hemorrhoids'], ['leaf', 'Diaphoretic'], ['leaf', 'Rheumatoid arthritis'], ['plant exudate', 'Analgesics'], ['flower', 'Malaria'], ['leaf', 'Dysentery'], ['bark', 'Pruritus']]",Plantae,Apocynaceae,Angiosperms,Rubber Bush,"Calotropis procera, Calotropis procea, Calotropis pocera","Ayurveda, Siddha, Sowa Rigpa, Unani"
483,2000,Calpurnia aurea,Calpurnia aurea,"[['None', 'Scabies'], ['None', 'Insecticides'], ['None', 'Dysentery, amebic'], ['None', 'Diarrhea'], ['seed', 'Anti-infective agents'], ['seed', 'Abscess'], ['leaf', 'Tick infestations'], ['leaf', 'Lice infestations']]",Plantae,Leguminosae,Angiosperms,,"Calpurnia lasiogyne, Calpurnia aurea",
484,2002,Caltha palustris,Caltha palustris,"[['None', 'Warts'], ['None', 'Spermatocidal agents'], ['None', 'Hypotension'], ['root', 'Anti-inflammatory agents'], ['root', 'Anti-poisoning'], ['None', 'Anti-inflammatory agents'], ['None', 'Cardiovascular system'], ['None', 'Central nervous system depressants'], ['None', 'Eye diseases']]",Plantae,Ranunculaceae,Angiosperms,Marsh Marigold,Caltha palustris,"Ayurveda, Homeopathy, Siddha"
485,2005,Calycopteris floribunda,Getonia floribunda,"[['leaf', 'Skin diseases'], ['fruit', 'Antifungal agents'], ['flower', 'Headache'], ['leaf', 'Vomiting'], ['leaf', 'Wounds and injuries'], ['leaf', 'Diaphoretic'], ['stem', 'Diarrhea'], ['root', 'Snake bites'], ['stem', 'Anthelmintics'], ['fruit', 'Antipruritics'], ['stem', 'Dysentery'], ['root', 'Hypertension'], ['leaf', 'Ulcer'], ['fruit', 'Flatulence'], ['fruit', 'Jaundice'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Malaria'], ['leaf', 'Leprosy'], ['leaf', 'Laxatives'], ['leaf', 'Intestinal diseases, parasitic'], ['leaf', 'Insect bites and stings'], ['leaf', 'Hypertension'], ['leaf', 'Fever'], ['leaf', 'Dyspepsia'], ['leaf', 'Colic'], ['leaf', 'Vaginal diseases'], ['leaf', 'Antipyretics'], ['leaf', 'Anthelmintics'], ['leaf', 'Acne vulgaris'], ['leaf', 'Abdominal pain'], ['fruit', 'Ulcer'], ['fruit', 'Skin diseases'], ['fruit', 'Hypertension'], ['leaf', 'Astringents'], ['leaf', 'Dysentery'], ['stem', 'Snake bites'], ['stem', 'Dyspepsia']]",Plantae,Combretaceae,Angiosperms,Paper Flower Climber,"Calycopteris floribunda, Getonia floribunda, Calycopieris floribunda",Ayurveda
486,2006,Calystegia hederacea,Calystegia hederacea,"[['root', 'Menstrual cycle'], ['root', 'Menstruation disturbances'], ['root', 'Urination disorders'], ['root', 'Vaginal discharge']]",Plantae,Convolvulaceae,Angiosperms,,Calystegia hederacea,
487,2007,Camellia japonica,Camellia japonica,"[['seed', 'Cardiotonic agents'], ['whole plant excluding root', 'Antiprotozoal agents'], ['whole plant excluding root', 'Antiviral agents'], ['seed', 'Cosmetics'], ['whole plant excluding root', 'Spasm']]",Plantae,Theaceae,Angiosperms,Camellia,Camellia japonica,
488,2008,Camellia sinensis,Camellia sinensis,"[['None', 'Sexually transmitted diseases'], ['None', 'Heart diseases'], ['None', 'Antiviral agents'], ['None', 'Rheumatoid arthritis'], ['None', 'Diaphoretic'], ['None', 'Urination disorders'], ['None', 'Ulcer'], ['None', 'Thirst'], ['None', 'Nervous system diseases'], ['leaf', 'Abortifacient agents'], ['None', 'Kidney diseases'], ['None', 'Influenza b virus'], ['None', 'Influenza a virus'], ['None', 'Inflammation'], ['None', 'Hypolipidemic agents'], ['None', 'Hypoglycemia'], ['None', 'Hypnotics and sedatives'], ['None', 'Neoplasms'], ['None', 'Migraine disorders'], ['None', 'Gastrointestinal neoplasms'], ['None', 'Dementia'], ['None', 'Apnea'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Fever'], ['None', 'Exanthema'], ['None', 'Fatigue'], ['None', 'Flatulence'], ['None', 'Endophthalmitis'], ['None', 'Dental caries'], ['None', 'Dental plaque'], ['None', 'Hypersensitivity'], ['None', 'Conjunctivitis'], ['None', 'Colonic neoplasms'], ['None', 'Cataract'], ['None', 'Cardiovascular diseases'], ['None', 'Arteriosclerosis'], ['None', 'Appetite stimulants'], ['None', 'Gastrointestinal agents'], ['None', 'Astringents'], ['None', 'Hypercholesterolemia'], ['None', 'Antimutagenic agents'], ['None', 'Halitosis'], ['leaf', 'Muscle fatigue'], ['None', 'Anti-inflammatory agents'], ['None', 'Antihypertensive agents'], ['None', 'Antifungal agents'], ['leaf', 'Intestinal diseases'], ['None', 'Anticonvulsants'], ['None', 'Anticoagulants'], ['None', 'Anti-bacterial agents'], ['None', 'Acquired immunodeficiency syndrome'], ['None', 'Abdominal pain'], ['leaf', 'Cosmetics'], ['stem', 'Headache'], ['leaf', 'Alpha rhythm'], ['seed', 'Exudates and transudates'], ['seed', 'Anti-inflammatory agents'], ['seed', 'Anemia, hemolytic'], ['root', 'Antineoplastic agents'], ['leaf', 'Ulcer'], ['leaf', 'Respiratory tract infections'], ['leaf', 'Osteoporosis'], ['leaf', 'Poliomyelitis'], ['leaf', 'General tonic for rejuvenation'], ['stem', 'Fever'], ['None', 'Hemorrhage'], ['leaf', 'Hypoglycemic agents'], ['None', 'Antioxidants'], ['leaf', 'Diuretics'], ['stem', 'Cosmetics'], ['leaf', 'Hemostatics'], ['leaf', 'Hemostasis'], ['leaf', 'Heart diseases'], ['leaf', 'Headache'], ['leaf', 'Gastrointestinal diseases'], ['leaf', 'Fever'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Cholinergic antagonists'], ['None', 'Antineoplastic agents'], ['leaf', 'Hypercholesterolemia'], ['leaf', 'Common cold'], ['leaf', 'Astringents'], ['leaf', 'Arthritis'], ['leaf', 'Antiviral agents'], ['leaf', 'Antioxidants'], ['leaf', 'Anti-obesity agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Contraceptive agents'], ['leaf', 'Radiation injuries']]",Plantae,Theaceae,Angiosperms,Tea,"Thea sinensis, Camellia theifera, Camellia sinensis, Camellia thea, Camelliu sinensis","Ayurveda, Homeopathy, Siddha, Unani"
489,2028,Campsis grandiflora,Campsis grandiflora,"[['flower', 'Diabetes mellitus'], ['flower', 'Menstruation-inducing agents'], ['flower', 'Antiemetics'], ['leaf', 'Antifungal agents']]",Plantae,Bignoniaceae,Angiosperms,Chinese Trumpet Creeper,"Campsis chinensis, Tecoma grandiflora, Campsis grandiflora",Ayurveda
490,2029,Campsis radicans,Campsis radicans,"[['leaf', 'Antifungal agents'], ['flower', 'Dermatitis'], ['leaf', 'Anti-bacterial agents'], ['root', 'Wound healing'], ['root', 'Sweating'], ['leaf', 'Dermatitis'], ['None', 'Narcotics']]",Plantae,Bignoniaceae,Angiosperms,Trumpet Creeper,"Campsis radicans, Tecoma radicans",
491,2037,Cananga odorata,Cananga odorata,"[['flower', 'Flatulence'], ['flower', 'Pruritus'], ['whole plant', 'Gout'], ['bark', 'Ulcer'], ['None', 'Antifungal agents'], ['bark', 'Stomach diseases'], ['whole plant', 'Headache'], ['whole plant', 'Flatulence'], ['whole plant', 'Endophthalmitis'], ['seed', 'Fever'], ['root', 'Anti-bacterial agents'], ['leaf', 'Skin diseases'], ['leaf', 'Furunculosis'], ['leaf', 'Diarrhea, infantile'], ['leaf', 'Diarrhea'], ['fruit', 'Fever'], ['bark', 'Anti-bacterial agents'], ['bark', 'Antirheumatic agents'], ['bark', 'Cosmetics'], ['bark', 'Endophthalmitis'], ['flower', 'Asthma'], ['bark', 'Fever'], ['bark', 'Respiratory tract infections']]",Plantae,Annonaceae,Angiosperms,Ylang Ylang,Cananga odorata,Siddha
492,2042,Canarium strictum,Canarium strictum,"[['plant exudate', 'Asthma'], ['plant exudate', 'Epilepsy'], ['plant exudate', 'Cough'], ['plant exudate', 'Fever'], ['plant exudate', 'Pain'], ['plant exudate', 'Chronic disease'], ['None', 'Asthma'], ['bark', 'Colic'], ['fruit', 'Abdominal pain'], ['bark', 'Wound healing'], ['bark', 'Ointments'], ['bark', 'Insect bites and stings'], ['bark', 'Exanthema'], ['plant exudate', 'Psoriasis'], ['bark', 'Abdominal pain'], ['plant exudate', 'Antirheumatic agents'], ['plant exudate', 'Skin diseases'], ['None', 'Antirheumatic agents']]",Plantae,Burseraceae,Angiosperms,,Canarium strictum,"Ayurveda, Siddha"
493,2044,Canavalia africana,Canavalia africana,"[['seed', 'Anti-poisoning'], ['bark', 'Intestinal diseases, parasitic'], ['fruit', 'Anti-poisoning'], ['root', 'Intestinal diseases, parasitic'], ['root', 'Malaria'], ['seed', 'Narcotics'], ['seed', 'Scorpion stings'], ['None', 'Central nervous system diseases']]",Plantae,Leguminosae,Angiosperms,,"Canavalia virosa, Canavalia africana",
