,Plant_Id,Scientific_Name,Family,Family_Hindi_Name),Species_Name,Common_Name,Habit,Habitat,Comments,Flower_Fruit,Distribution,Key_Feature
598,5600,Gerbera nivea,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Oreoseris nivea DC.,,Perennial herb,"Alpine meadows, forest margins; 3300 - 4100 m. altitude",,July-September,"Uttarakhand, Sikkim",
599,5601,Gerbera pusilla,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,,Herb,Himalayas; 2200 - 3500 m. altitude,,,Uttarakhand,
600,5602,Gesneria cardinalis,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Sinningia cardinalis (Lehm.) H.E.Moore,,Herb,,Cultivated,,,
601,5603,Gesneria douglasii,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Unresolved name,,Herb,,Cultivated,,,
602,5604,Geum aequilobatum,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Geum aequilobatum K.M.Purohit & Panigrahi,,,,,,"Uttarakhand, Sikkim",
603,5605,Geum elatum,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Geum elatum Wall. ex G.Don,High Avens,Perennial herb,"Open grassy hillsides, alpine meadows; 3500 - 5400 m. altitude","Leaves are pounded and applied to wounds. It is also useful in diarrhoea, for sore throats, and leucorrhoea.",May-August,Uttarakhand,Radical leaves and yellow flowers
604,5606,Geum elatum,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Geum elatum f. rubrum Ludlow,,Perennial herb,Open grassy slopes; 3000-4400 m. altitude,,May-July,Uttarakhand,
605,5607,Geum elatum,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Name not found,,,,"Geum elatum var. humile (Royle) Hook.f. is a dwarf form of G. elatum, but the variation of morphological characters between the two overlap and they are undistinguishable. Leaves are pounded and applied to wounds. It is also useful in diarrhoea, for sore throats, and leucorrhoea.",,Uttarakhand,"leaflets are densely crowded, peduncles shorter than or slightly longer than the leaves (8-15cm) and bearing (1-3) flowers."
606,5608,Geum roylei,ROSACEAE(Rose Family),GULAB FAMILY (गुलाब फैमिली),Geum urbanum L.,Royle's Avens,Perennial herb,"Forest margins, forests and shrubberies of the Himalayas, at altitudes of 1800-3600 m.",,June-August,"Uttarakhand, Himachal Pradesh, Ladakh",
607,5609,Gigantochloa bastareana,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Gigantochloa bastareana H.B. Naithani & R. C. Pal,,,,,,Chattisgarh,
608,5610,Gigantochloa hasskarliana,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Gigantochloa hasskarliana (Kurz) Backer,,Herb,,,,Odisha,"Evergreen, tufted bamboo; culms usually dark green, sometimes longitudinally marked. Leaves lanceolate. Inflorescence a large compressed, sometimes leafy, panicle of spicate, verticils."
609,5611,Girardinia diversifolia,URTICACEAE(Nettle Family),BICHCHHOO FAMILY (बिच्छू फैमिली),Girardinia diversifolia (Link) Friis,"Nilghiri nettle,Bichchhoo, Indian stinging nettle",Undershrub,"Tropical evergreen forests, Tropical semi-evergreen forests, deciduous, Shola","A robust nettle-like plant, with deeply lobed saw-toothed leaves with bristles and stinging hairs. Bristles on the plant are stinging and cause skin irritation.",October-March,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu, Madhya Pradesh, Uttarakhand, Sikkim, West Bengal, Himachal Pradesh, Arunachal Pradesh, Ladakh, Jammu and Kashmir",
610,5612,Gironniera subaequalis,ULMACEAE(Elm Family),KHIRK FAMILY,Gironniera subaequalis Planch.,,,,,,Andaman and Nicobar Islands,
611,5613,Gisekia pharnaceoides,AIZOACEAE(Carpet-Weed Family),VISHAKHAPARA FAMILY,Gisekia pharnaceoides L.,Sand Herbage,Herb,"Deciduous forests, plains, sandy sea coasts, wastelands and floor of drying tanks.",,Throughout the year,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu",
612,5614,Gisekia pharnaceoides,MOLLUGINACEAE,,,,Herb,Desertic habitats,"Rare, in the west of Aravalli in desertic habitats.",August-November,Rajasthan,
613,5615,Givotia moluccana,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Givotia moluccana (L.) Sreem.,White Catamaran Tree,Tree,"Tropical dry deciduous forests, also in the plains","Often on hills of dry deciduous belt from 400-900m, on slopes. Latex is blood-red, slow-flowing.",March-July,"Andhra Pradesh, Telangana, Karnataka, Kerala, Tamil Nadu",
614,5616,Gladiolus gandavensis,IRIDACEAE(Saffron Family),KESAR FAMILY (केसर फैमिली),Gladiolus × gandavensis Van Houtte,,Herb,Cultivated,Artifical hybrid.,July-August,Uttarakhand,
615,5617,Gladiolus dalenii,IRIDACEAE(Saffron Family),KESAR FAMILY (केसर फैमिली),Gladiolus dalenii Van Geel,"African Parrot Gladiola, Parrot Gladiola",Herb,Grown as garden plant,,August-January,,
616,5618,Gladiolus natalensis,IRIDACEAE(Saffron Family),KESAR FAMILY (केसर फैमिली),Gladiolus dalenii Van Geel,,Herb,,Cultivated,,,
617,5619,Gladiolus primulinus,IRIDACEAE(Saffron Family),KESAR FAMILY (केसर फैमिली),Gladiolus primulinus Baker,,Herb,,Cultivated,,,
618,5620,Glandularia pulchella,VERBENACEAE(Verbena Or Vervain Family),SAGVAN FAMILY (सागवान फैमिली),Glandularia tenera (Spreng.) Cabrera,Moss Verbena,Herb,Garden plant,,Throughout the year,,
619,5621,Gleadovia ruborum ruborum,OROBANCHACEAE(Broomrape Family),MISSI FAMILY,Gleadovia ruborum Gamble & Prain,,Herb,Humid places in forests or thickets; 900 - 3500 m. altitude,,April-October,Uttarakhand,
620,5622,Glechoma nivalis,LAMIACEAE(Mint Family),TULSI FAMILY (तुलसी फैमिली),Marmoritis nivalis (Benth.) Hedge,,Perennial herb,Stony alluvial fans; 5000 - 5300 m. altitude,,July-August,Uttarakhand,
621,5623,Glinus lotoides,AIZOACEAE(Carpet-Weed Family),VISHAKHAPARA FAMILY,Glinus lotoides L.,,Herb,"Riverside, along streams, also in deciduous forests",,January-August,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
622,5624,Glinus oppositifolius,AIZOACEAE(Carpet-Weed Family),VISHAKHAPARA FAMILY,Glinus oppositifolius (L.) Aug.DC.,Hill Mollugo,Herb,"Open areas, lakeshores and stream banks",In plains to 800m; along river banks and fallow fields,November-April,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
623,5625,Gliricidia sepium,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Gliricidia sepium (Jacq.) Walp.,"Quickstick Tree, Agriculturist's Bush, The Spotted Gliricidia",Tree,Planted,Introduced in plains to 1400m; also in coffee plantations.,February-May,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu","Deciduous tree, cultivated as a green manure plant on the bunds of agricultaral field and in edges of gardens"
624,5626,Globba bulbifera,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba marantina L.,,Herb,,Common in upper Western ghats and in Tropical moist deciduous forests.,August-September,Karnataka,
625,5627,Globba canarensis,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba sessiliflora Sims,,Herb,,Rare in the sacred grooves,,Maharashtra,
626,5628,Globba cernua,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba cernua Baker,,Herb,,Rhizomatous herb; Sparse,July-October,Kerala,
627,5629,Globba marantina,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba marantina L.,,Herb,Tropical moist deciduous forests,,August-November,"Andhra Pradesh, Kerala, Maharashtra, Odisha, Tamil Nadu",
628,5630,Globba ophioglossa,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba sessiliflora Sims,,Herb,Along stream sides in Tropical evergreen forests,,July-November,"Andhra Pradesh, Kerala, Odisha",
629,5631,Globba orixensis,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba orixensis Roxb.,,Herb,"Damp, shady and moist places of the forest areas of hillocks",Rhizomatous herb,July-August,Sikkim,
630,5632,Globba platystachya,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba platystachya Baker,,Herb,,,,Maharashtra,
631,5633,Globba racemosa,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba racemosa Sm.,,Herb,,,August-October,"Andhra Pradesh, Odisha",
632,5634,Globba schomburgkii,ZINGIBERACEAE(Ginger Family),HALDI FAMILY (हल्दी फैमिली),Globba schomburgkii Hook.f.,Dancing Girl Ginger,Herb,Partial shady areas,,June-September,"Karnataka, Kerala, Sikkim",
633,5635,Glochidion andamanicum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Phyllanthus andamanicobaricus Chakrab. & N.P.Balakr.,,,,,,Andaman and Nicobar Islands,
634,5636,Glochidion bourdillonii,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion bourdillonii Gamble,,Tree,Tropical evergreen forests,"Small evergreen tree, common in ravines and along streams.",February-March,"Karnataka, Kerala","Leaves asymmetric at base, reticulate venation prominent."
635,5637,Glochidion calocarpum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Phyllanthus calocarpus (Kurz) Chakrab. & N.P.Balakr.,,,,,,Andaman and Nicobar Islands,
636,5638,Glochidion candolleanum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion candolleanum (Wight & Arn.) Chakrab. & M.Gangop.,,Tree,"Tropical evergreen forests, Shola",On higher hills above 1000m in sholas.,December-July,"Karnataka, Kerala, Tamil Nadu","Branches zig-zag; leaves unequal sided, oblong and white dotted beneath; fruiting in hot summer; seeds large and red."
637,5639,Glochidion ellipticum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion ellipticum Wight,Bhoma,Tree,"Tropical evergreen forests, Shola, occasional on hills above 900m along dry slopes and streams",G. ellipticum Wight and G. malabaricum (Müll.Arg.) Bedd.  are treated as two distinct species ( Flora of Karnataka vol. 2),January-October,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Uttarakhand, Sikkim, Himachal Pradesh, Arunachal Pradesh, Meghalaya, Assam, Nagaland, Mizoram, Manipur, Tripura","Branches angled. Leaf veins prominent, arching. Flowers greenish-yellow. Male flowers in axillary clusters, female flowers sub-sessile. Flowers greenish-yellow. Fruits sessile."
638,5640,Glochidion fagifolium,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion hohenackeri var. hohenackeri,,Tree,Tropical evergreen forests,A tree of the Shola and climax evergreen forests.,March-May,"Karnataka, Kerala",Branchlets angled. Leaves greenish-brown when dry.
639,5641,Glochidion hohenackeri,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion hohenackeri (Mull.Arg.) Bedd.,,Tree,,,,Karnataka,"Bark dark-brown, thin, exfoliating in large flakes. Male flowers monsterous consisting of thick turbinate body. Flowers greenish-yellow, female flowers sessile."
640,5642,Glochidion hohenackeri,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion hohenackeri var. johnstonei (Hook.f.) Chakrab. & M.Gangop.,,Tree,Tropical evergreen forests,Frequent in moist forests of Western Ghats,November-April,"Karnataka, Kerala","Branches angled, lenticellate. Leaves obliquely rounded at base. Fruit 8-lobed, pubescent with persistant hairy style."
641,5643,Glochidion lanceolarium,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion lanceolarium (Roxb.) Voigt,,Tree,,,March-January,Odisha,
642,5644,Glochidion littorale,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion littorale Blume,,Tree,,,,,A mangrove and littoral tree; Leaves coriaceous; Style broad
643,5645,Glochidion multiloculare,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion multiloculare (Rottler ex Willd.) Voigt,,Shrub,Miscellaneous forests upto 550m.,,May,Chattisgarh,"Dwarf, gregarious bushes.Leaves oblong, sometimes purplish beneath. Male flowers small, shortly pedicelled; female flowers large, stoutly pedicelled. Fruits strongly depressed. Seeds red."
644,5646,Glochidion tirupathiense,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),"Glochidion heyneanum var. tirupathiense (Rasingam, Chorghe, Prasanna & Sankara Rao) Chakrab. & N.P.Balakr.",,Tree,,Rare along stream banks in Tropical moist deciduous forests at about 1000m altitude.,June-November,Andhra Pradesh,"Small evergreen spreading tree up to 4 m height. Is allied to Glochidion ellipticum Wight, differing in the urn-shaped ovary with unlobed columnar style, style as broad as ovary from the base and capsules deeply lobed with each lobes further bilobulate."
645,5647,Glochidion tomentosum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion zeylanicum var. tomentosum (Dalzell) Trimen,,Tree,On the hill forests,Occasional in hills of Tropical moist deciduous forests,July-December,"Andhra Pradesh, Karnataka, Kerala, Arunachal Pradesh",
646,5648,Glochidion velutinum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion heyneanum (Wight & Arn.) Wight,White Catamaran Tree,Tree,"Tropical evergreen forests, deciduous, Shola",,March-November,"Andhra Pradesh, Goa, Karnataka, Kerala, Odisha, Tamil Nadu, Uttarakhand, Sikkim, Himachal Pradesh, Arunachal Pradesh, Assam",
647,5649,Glochidion zeylanicum,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Glochidion zeylanicum (Gaertn.) A.Juss.,,Tree,"Tropical evergreen forests, Tropical semi-evergreen forests, also in the plains","Occasional along streams of hills above 1000m, also in sholas",February-October,"Andhra Pradesh, Kerala, Odisha, Tamil Nadu",
648,5650,Gloriosa superba,LILIACEAE(Lily Family),BACHNAG FAMILY (बचनाग फैमिली),Gloriosa superba L.,"Malabar Glory Lily, Tiger Claw Lily, Glorious Lily, Climbing lily",Climber,"Semi-evergreen, moist deciduous and dry deciduous forests, also in the plains","Sporadic in open forests and scrub. Often in plains to about 1000m, on thickets.",July-November,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
649,5651,Glossocardia bosvallia,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Glossocardia bosvallia (L.f.) DC.,,Herb,,"On floor of scrub jungles, stream banks or in poor gravelly ground to 1000m. Occassional in clumps.",August-February,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
650,5652,Glossogyne bidens,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Glossocardia bidens (Retz.) Veldkamp,,Herb,,,October-May,"Andhra Pradesh, Odisha, Tamil Nadu",
651,5653,Glossostigma diandrum,SCROPHULARIACEAE(Figwort Family),BRAHMI FAMILY (ब्राह्मी फैमिली),Glossostigma diandrum (L.) Kuntze,,Herb,Moist places,Occasional on plains by banks of ponds and in marshy places.,August-March,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu",
652,5654,Gloxinia perennis,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Gloxinia perennis (L.) Druce,Canterbury Bells,Herb,Runs wild from the gardens,Introduced as garden plant,September-January,"Karnataka, Kerala",
653,5655,Gloxinia sylvatica,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Seemannia sylvatica (Kunth) Baill.,Bolivian Sunset Gloxinia,Herb,Grown as garden plant,,October-June,,
654,5656,Gluta travancorica,ANACARDIACEAE(Cashew Or Mango Or Sumac Family),AAM FAMILY (आम फैमिली),Gluta travancorica Bedd.,Redwood tree,Tree,Tropical evergreen forests,At elevations 600-1400 m.,March-January,"Kerala, Tamil Nadu","Large tree with smooth, pinkish-grey bark"
655,5657,Glyceria spicata,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Glyceria spicata Guss.,,Herb,Marshy areas,,,Tamil Nadu,
656,5658,Glyceria tonglensis,POACEAE(Grass Family),GHAS FAMILY (घास फैमिली),Glyceria tonglensis C.B.Clarke,,Herb,"Marshy ground in forests, wet grassy places under shrubs, streams, ditches; 1500 - 3600 m. altitude",,July-September,Uttarakhand,"Plant loosely tufted; lowest panicle branches bearing up to 14 spikelets; spikelets elliptic-oblong, 0.6-0.9 cm"
657,5659,Glycine javanica,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Pueraria montana (Lour.) Merr.,,Climber,,Planted,October-January,,
658,5660,Glycine max,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Glycine max (L.) Merr.,Soya bean,Herb,,Cultivated for pods which are protein rich,October-May,,Suberect herb
659,5661,Glycine pentaphylla,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),Ophrestia pentaphylla (Dalzell)Verdc.,,Climber,,Not common,September-February,Karnataka,
660,5662,Glycosmis angustifolia,RUTACEAE(Rue Or Citrus Family),NIMBU FAMILY (नींबू फैमिली),Glycosmis angustifolia Lindl. ex Wight & Arn.,,Shrub,"Tropical evergreen forests, Tropical semi-evergreen forests",,June-October,"Kerala, Tamil Nadu",
661,5663,Glycosmis arborea,RUTACEAE(Rue Or Citrus Family),NIMBU FAMILY (नींबू फैमिली),Glycosmis pentaphylla (Retz.) DC.,,Shrub,,Root is used as an antidote for snake bites,,Karnataka,
662,5664,Glycosmis cyanocarpa,RUTACEAE(Rue Or Citrus Family),NIMBU FAMILY (नींबू फैमिली),Glycosmis cyanocarpa var. cymosa Kurz,,Tree,Tropical evergreen forests,,,Tamil Nadu,Shrub or small tree
663,5665,Glycosmis macrocarpa,RUTACEAE(Rue Or Citrus Family),NIMBU FAMILY (नींबू फैमिली),Glycosmis macrocarpa Wight,,Shrub,Tropical evergreen forests,,March-June,"Kerala, Tamil Nadu",
