Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
3897,Desmodium oojeinense,Desmodium oojeinense,"[['wood', 'Hematologic diseases'], ['bark', 'Diabetes mellitus'], ['bark', 'Diarrhea'], ['bark', 'Dysentery'], ['bark', 'Dyspepsia'], ['bark', 'Fertility agents'], ['bark', 'Fishes, poisonous'], ['bark', 'Gastrointestinal diseases'], ['bark', 'Common cold'], ['bark', 'Hyperglycemia'], ['bark', 'Leukorrhea'], ['bark', 'Liver diseases'], ['bark', 'Menstruation disturbances'], ['bark', 'Menstruation-inducing agents'], ['bark', 'Skin diseases'], ['bark', 'Urinary tract infections'], ['bark', 'Uterine diseases'], ['bark', 'Hyperlipidemias'], ['bark', 'Bronchitis'], ['bark', 'Asthma'], ['bark', 'Antiviral agents'], ['wood', 'Ulcer'], ['wood', 'Gastroenteritis'], ['wood', 'Vitiligo'], ['None', 'Analgesics'], ['None', 'Anemia'], ['None', 'Anthelmintics'], ['None', 'Vitiligo'], ['None', 'Urination disorders'], ['None', 'Ulcer'], ['bark', 'Analgesics'], ['bark', 'Anti-bacterial agents'], ['bark', 'Antidepressive agents'], ['bark', 'Antihypertensive agents'], ['bark', 'Anti-inflammatory agents'], ['bark', 'Antioxidants'], ['bark', 'Antipyretics'], ['bark', 'Antirheumatic agents'], ['bark', 'Vitiligo'], ['bark', 'Wound healing'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['None', 'Anti-infective agents, local'], ['None', 'Anti-inflammatory agents'], ['None', 'Antipyretics'], ['None', 'Asthenia'], ['None', 'Cholera'], ['None', 'Diabetes mellitus'], ['None', 'Diarrhea'], ['None', 'Dysentery'], ['None', 'Fever'], ['None', 'Gonorrhea'], ['None', 'Hemorrhage'], ['None', 'Inflammation'], ['None', 'Leprosy'], ['wood', 'Urination disorders'], ['wood', 'Skin diseases'], ['wood', 'Pain'], ['leaf', 'Bronchitis'], ['leaf', 'Hypotension'], ['leaf', 'Lipid peroxidation'], ['leaf', 'Spermatocidal agents'], ['plant exudate', 'Antipyretics'], ['plant exudate', 'Astringents'], ['plant exudate', 'Diarrhea'], ['plant exudate', 'Digestive system diseases'], ['wood', 'Anemia'], ['wood', 'Anthelmintics'], ['wood', 'Anti-obesity agents'], ['wood', 'Diarrhea'], ['wood', 'Dysentery'], ['wood', 'Edema'], ['wood', 'Hemorrhage'], ['None', 'Pain'], ['None', 'Parasympatholytics']]",Plantae,Leguminosae,Angiosperms,Ujjain Desmodium Tree,"Ougeinia oojeinensis, Ougeinia dalbergioides, Desmodium oojeinense, Ougeinia dlabergioides, Ougeinia daibergioides, Ougeinia dalhergioides, Ougeinia dathergioides, Ougeinia dulbergioides, Ougeinia ojeinensis","Ayurveda, Siddha, Sowa Rigpa"
3901,Desmodium pulchellum,Phyllodium pulchellum,"[['None', 'Hypotension'], ['root', 'Diarrhea'], ['None', 'Cardiovascular system'], ['None', 'Antirheumatic agents'], ['stem', 'Tooth diseases'], ['seed', 'Parasympatholytics'], ['leaf', 'Menstruation disturbances'], ['bark', 'Eye diseases'], ['fruit', 'Parasympatholytics'], ['flower', 'Vomiting'], ['flower', 'Tooth diseases'], ['bark', 'Anti-poisoning'], ['bark', 'Hemorrhage'], ['bark', 'Diarrhea'], ['leaf', 'Anti-infective agents, local'], ['None', 'Spasm'], ['leaf', 'Hemostatics'], ['None', 'Insecticides'], ['None', 'Inflammation']]",Plantae,Leguminosae,Angiosperms,Showy Desmodium,"Desmodium pulchellum, Phyllodium pulchellum",
3907,Desmodium styracifolium,Desmodium styracifolium,"[['root', 'Appetite stimulants'], ['root', 'Deobstruent'], ['root', 'Laxatives'], ['root', 'Menstruation-inducing agents']]",Plantae,Leguminosae,Angiosperms,,"Desmodium capitatum, Desmodium retroflexum, Desmodium styracifolium",
3909,Desmodium triangulare,Dendrolobium triangulare,"[['None', 'Abdominal pain'], ['seed', 'Hemagglutination'], ['root', 'Diarrhea'], ['None', 'Common cold'], ['None', 'Diarrhea'], ['None', 'Hypothermia'], ['None', 'Blindness'], ['None', 'Snake bites']]",Plantae,Leguminosae,Angiosperms,Triangular Horse Bush,"Desmodium triangulare, Desmodium cephalotes, Dendrolobium triangulare, Desmodium trioangulare",
3911,Desmodium triflorum,Desmodium triflorum,"[['leaf', 'Diarrhea'], ['leaf', 'Diuretics'], ['leaf', 'Dysentery'], ['leaf', 'Eye diseases'], ['root', 'Abscess'], ['leaf', 'Galactogogues'], ['leaf', 'Fever'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Nail diseases'], ['leaf', 'Cough'], ['leaf', 'Laxatives'], ['leaf', 'Scabies'], ['leaf', 'Anticonvulsants'], ['None', 'Abscess'], ['None', 'Blindness'], ['leaf', 'Wounds and injuries'], ['flower', 'Antifungal agents'], ['root', 'Anti-infective agents, local'], ['root', 'Urination disorders'], ['None', 'Antipruritics'], ['None', 'Anthelmintics'], ['leaf', 'Snake bites'], ['None', 'Whitlows'], ['whole plant excluding root', 'Contraceptive agents'], ['whole plant', 'Wounds and injuries'], ['root', 'Central nervous system stimulants'], ['root', 'Wounds and injuries'], ['leaf', 'Abscess'], ['leaf', 'Toothache'], ['None', 'General tonic for rejuvenation'], ['leaf', 'Flatulence'], ['root', 'Eye diseases'], ['root', 'Flatulence'], ['root', 'Cough'], ['root', 'Skin diseases'], ['root', 'Asthma'], ['None', 'Cough'], ['None', 'Galactogogues'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Epilepsy'], ['None', 'Erysipelas'], ['None', 'Expectorants'], ['None', 'Eye diseases'], ['None', 'Flatulence'], ['None', 'Pain'], ['None', 'Mastodynia'], ['None', 'Menorrhagia'], ['None', 'Splenic diseases'], ['None', 'Stomach diseases'], ['None', 'Toothache'], ['None', 'Ulcer'], ['None', 'Wounds and injuries'], ['None', 'Central nervous system depressants'], ['None', 'Colic'], ['leaf', 'Skin diseases'], ['None', 'Bronchitis'], ['leaf', 'Urination disorders'], ['root', 'Sympathomimetics'], ['whole plant', 'Abscess'], ['root', 'General tonic for rejuvenation'], ['root', 'Snake bites']]",Plantae,Leguminosae,Angiosperms,,"Desmodium triflorum, Hedysarum triflorum","Ayurveda, Siddha"
3912,Desmodium triquetrum,Tadehagi triquetrum,"[['root', 'Rickets'], ['aerial part', 'Antiviral agents'], ['leaf', 'Abdominal pain'], ['leaf', 'Antifungal agents'], ['leaf', 'Hemorrhoids'], ['leaf', 'Insecticides'], ['None', 'Central nervous system depressants'], ['leaf', 'Wound healing'], ['None', 'Antiviral agents'], ['None', 'Parasympatholytics']]",Plantae,Leguminosae,Angiosperms,Winged-Stalk Desmodium,"Desmodium triquetrum, Tadehagi triquetrum",
3919,Desmos longiflorus,Dasymaschalon longiflorum,"[['root', 'Ulcer'], ['leaf', 'Wounds and injuries']]",Plantae,Annonaceae,Angiosperms,,"Unona longiflora, Desmos longiflorus, Dasymaschalon longiflorum",
3924,Deutzia compacta,Deutzia compacta,"[['None', 'Contraceptive agents']]",Plantae,Hydrangeaceae,Angiosperms,,Deutzia compacta,
3929,Dianella ensifolia,Dianella ensifolia,"[['leaf', 'Herpes simplex'], ['root', 'Herpes simplex']]",Plantae,Xanthorrhoeaceae,Angiosperms,,Dianella ensifolia,
3932,Dianthus caryophyllus,Dianthus caryophyllus,"[['flower', 'Parasympatholytics'], ['flower', 'Cardiotonic agents'], ['None', 'Nervous system diseases'], ['flower', 'Anti-infective agents, local'], ['None', 'Anti-infective agents, local'], ['flower', 'Infection'], ['None', 'Anthelmintics'], ['flower', 'Nervous system diseases'], ['flower', 'Diaphoretic'], ['seed', 'Antiviral agents'], ['None', 'Angina pectoris, variant'], ['None', 'Heart diseases']]",Plantae,Caryophyllaceae,Angiosperms,Carnation,Dianthus caryophyllus,
3933,Dianthus chinensis,Dianthus chinensis,"[['None', 'Diuretics'], ['None', 'Anti-inflammatory agents'], ['None', 'Anthelmintics'], ['None', 'Abortifacient agents'], ['whole plant', 'Gonorrhea']]",Plantae,Caryophyllaceae,Angiosperms,China Pink,Dianthus chinensis,
3937,Dicentra macrocapnos,Dactylicapnos macrocapnos,"[['whole plant', 'Fever']]",Plantae,Papaveraceae,Angiosperms,Yellow Bleeding Heart,"Dicentra macrocapnos, Dactylicapnos macrocapnos",
3939,Dicentra scandens,Dactylicapnos scandens,"[['None', 'Spasm']]",Plantae,Papaveraceae,Angiosperms,,"Dicentra scandens, Dactylicapnos scandens",
3960,Dichroa febrifuga,Dichroa febrifuga,"[['leaf', 'Fever'], ['root', 'Fever'], ['root', 'Emetics'], ['root', 'Antipyretics'], ['leaf', 'Malaria'], ['leaf', 'Cough'], ['aerial part', 'Emetics'], ['None', 'Malaria'], ['root', 'Malaria'], ['aerial part', 'Antipyretics']]",Plantae,Hydrangeaceae,Angiosperms,Blue Himalayan Hydrangea,Dichroa febrifuga,
3962,Dichrocephala integrifolia,Dichrocephala integrifolia,"[['aerial part', 'Insecticides'], ['flower', 'Diuretics'], ['shoot', 'Gonorrhea'], ['shoot', 'Insect bites and stings'], ['flower', 'Hypohidrosis'], ['shoot', 'Wounds and injuries'], ['whole plant', 'Diuretics']]",Plantae,Compositae,Angiosperms,Graceful Buttonweed,"Dichrocephala latifolia, Dichrocephala integrifolia, Dichrocephala intergrifolia",
3963,Dichrostachys cinerea,Dichrostachys cinerea,"[['None', 'Snake bites'], ['root', 'Intestinal diseases'], ['root', 'Analgesics'], ['root', 'Kidney diseases'], ['root', 'Menstruation disturbances'], ['seed', 'Anemia, hemolytic'], ['root', 'Urinary tract infections'], ['root', 'Snake bites'], ['root', 'Urinary bladder calculi'], ['root', 'Urinary calculi'], ['root', 'Kidney calculi'], ['root', 'Uterine diseases'], ['aerial part', 'Anti-infective agents'], ['root', 'Anti-inflammatory agents'], ['root', 'Diuretics'], ['root', 'Diarrhea'], ['root', 'Astringents'], ['root', 'Arthralgia'], ['root', 'Appetite stimulants'], ['root', 'Antirheumatic agents'], ['root', 'Vaginal diseases'], ['None', 'Angiotensin-converting enzyme inhibitors'], ['shoot', 'Arthralgia'], ['bark', 'Fever'], ['leaf', 'Snake bites'], ['shoot', 'Digestive system diseases'], ['leaf', 'Leukorrhea'], ['leaf', 'Eye diseases'], ['leaf', 'Epilepsy'], ['leaf', 'Anti-inflammatory agents'], ['bark', 'Urination disorders'], ['bark', 'Paralysis'], ['leaf', 'Menorrhagia'], ['bark', 'Chickenpox'], ['shoot', 'Endophthalmitis'], ['None', 'Scorpion stings'], ['shoot', 'Nervous system diseases'], ['root', 'Urination disorders'], ['root', 'Elephantiasis'], ['root', 'Dyspepsia']]",Plantae,Leguminosae,Angiosperms,Sickle Bush,"Dichrostachys cinerea, Cailliea cinerea","Ayurveda, Siddha, Sowa Rigpa"
3977,Dicliptera roxburghiana,Dicliptera chinensis,"[['leaf', 'Gonorrhea'], ['leaf', 'Whooping cough'], ['None', 'General tonic for rejuvenation']]",Plantae,Acanthaceae,Angiosperms,Chinese Foldwing,"Dicliptera roxburghiana, Dicliptera chinensis",
3980,Dicoma tomentosa,Dicoma tomentosa,"[['root', 'Dental caries'], ['whole plant', 'Wounds and injuries'], ['whole plant', 'Postnatal care'], ['None', 'Antipyretics'], ['None', 'Wounds and injuries'], ['None', 'Fever'], ['root', 'Periodontitis'], ['whole plant', 'Toothbrushing'], ['root', 'Toothache'], ['whole plant', 'Antipyretics']]",Plantae,Compositae,Angiosperms,Woolly Dicoma,Dicoma tomentosa,
3982,Dicranostigma lactucoides,Dicranostigma lactucoides,"[['root', 'Pregnancy complications']]",Plantae,Papaveraceae,Angiosperms,,Dicranostigma lactucoides,
3983,Dictamnus albus,Dictamnus albus,"[['root', 'Hysteria'], ['root', 'Nervous system diseases'], ['root', 'Skin diseases'], ['None', 'Anthelmintics'], ['None', 'Scabies'], ['None', 'Skin diseases'], ['None', 'Parasympatholytics'], ['root', 'Fever'], ['root', 'Amenorrhea']]",Plantae,Rutaceae,Angiosperms,,"Dictamnus hispanicus, Dictamnus albus",Homeopathy
3999,Didymocarpus oblongus,Didymocarpus oblongus,"[['None', 'Wounds and injuries']]",Plantae,Gesneriaceae,Angiosperms,,"Didymocarpus oblonga, Didymocarpus oblongus",
4001,Didymocarpus pedicellatus,Didymocarpus pedicellatus,"[['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Kidney calculi'], ['leaf', 'Kidney diseases'], ['leaf', 'Lithiasis'], ['leaf', 'Urinary bladder calculi'], ['whole plant', 'Anti-infective agents'], ['None', 'Anti-infective agents'], ['None', 'Urinary bladder calculi'], ['None', 'Urinary tract infections'], ['None', 'Urolithiasis']]",Plantae,Gesneriaceae,Angiosperms,Stone Flower,"Didymocarpus pedicellata, Didymocarpus pedicellatus, Didymocarpus pedicillata",Ayurveda
4017,Digera muricata,Digera muricata,"[['seed', 'Anti-bacterial agents'], ['seed', 'Laxatives'], ['seed', 'Urinary bladder diseases'], ['seed', 'Urination disorders'], ['seed', 'Urologic diseases'], ['None', 'Vomiting'], ['None', 'Astringents'], ['None', 'Laxatives'], ['None', 'Urination disorders'], ['leaf', 'Vomiting'], ['stem', 'Aphrodisiacs'], ['leaf', 'Urinary bladder diseases'], ['None', 'Diuretics'], ['leaf', 'Diuretics'], ['flower', 'Cough'], ['flower', 'Diabetes mellitus'], ['flower', 'Diuretics'], ['leaf', 'Laxatives'], ['flower', 'Lithiasis'], ['flower', 'Laxatives'], ['flower', 'Urinary bladder diseases'], ['flower', 'Urination disorders'], ['flower', 'Urologic diseases'], ['leaf', 'Antinematodal agents'], ['leaf', 'Astringents'], ['flower', 'Pharyngitis']]",Plantae,Amaranthaceae,Angiosperms,False Amaranth,"Digera arvensis, Digera muricata, Digera alternifolia, Dieffenbachia muricata","Ayurveda, Siddha"
4018,Digitalis lanata,Digitalis lanata,"[['whole plant', 'Abscess'], ['whole plant', 'Paralysis'], ['whole plant', 'Headache'], ['root', 'General tonic for rejuvenation'], ['root', 'Burns'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Cardiotonic agents'], ['root', 'Cardiotonic agents']]",Plantae,Plantaginaceae,Angiosperms,Grecian Foxglove,Digitalis lanata,Ayurveda
4019,Digitalis purpurea,Digitalis purpurea,"[['None', 'Dizziness'], ['None', 'Anticonvulsants'], ['None', 'Antifibrinolytic agents'], ['None', 'Aphrodisiacs'], ['None', 'Atrial flutter'], ['None', 'Burns'], ['None', 'Cardiomyopathies'], ['None', 'Cardiovascular diseases'], ['None', 'Diuretics'], ['None', 'Dysmenorrhea'], ['None', 'Wound healing'], ['None', 'Edema'], ['None', 'Fever'], ['None', 'Headache'], ['None', 'Heart diseases'], ['None', 'Counterirritant'], ['None', 'Kidney diseases'], ['None', 'General tonic for rejuvenation'], ['None', 'Urologic diseases'], ['None', 'Anticoagulants'], ['None', 'Dyspnea'], ['None', 'Anti-arrhythmia agents'], ['None', 'Cardiotonic agents'], ['leaf', 'Urologic diseases'], ['leaf', 'Antiviral agents'], ['leaf', 'Atrial flutter'], ['leaf', 'Burns'], ['leaf', 'Cardiomyopathies'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Common cold'], ['leaf', 'Contusions'], ['leaf', 'Diuretics'], ['leaf', 'Dyspnea'], ['leaf', 'Edema'], ['leaf', 'Fever'], ['leaf', 'Heart diseases'], ['leaf', 'Heart valve diseases'], ['leaf', 'Wounds and injuries'], ['leaf', 'Hematologic diseases'], ['leaf', 'Hypertension'], ['leaf', 'Counterirritant'], ['leaf', 'Nephritis'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Tachycardia'], ['leaf', 'Ulcer'], ['leaf', 'Anticoagulants']]",Plantae,Plantaginaceae,Angiosperms,Foxglove,"Digitalis purpurea, Digitalis pupurea","Ayurveda, Homeopathy"
4039,Dillenia aurea,Dillenia aurea,"[['None', 'Astringents'], ['aerial part', 'Antiviral agents'], ['None', 'Abdominal pain']]",Plantae,Dilleniaceae,Angiosperms,,"Dillenia aurea, Dilenia aurea",
4041,Dillenia indica,Dillenia indica,"[['fruit', 'General tonic for rejuvenation'], ['fruit', 'Cooling effect on body'], ['leaf', 'Astringents'], ['None', 'Wounds and injuries'], ['leaf', 'Diarrhea'], ['leaf', 'Hypothermia'], ['leaf', 'Leprosy'], ['leaf', 'Neoplasms'], ['leaf', 'Stomach diseases'], ['root', 'Abortifacient agents'], ['seed', 'Antifungal agents'], ['None', 'Abdominal pain'], ['None', 'Carbuncle'], ['None', 'Chest pain'], ['None', 'Cholera'], ['None', 'Cough'], ['None', 'Fever'], ['None', 'Anti-poisoning'], ['None', 'Scabies'], ['seed', 'Anti-infective agents'], ['fruit', 'Oxytocics'], ['fruit', 'Gastrointestinal diseases'], ['fruit', 'Laxatives'], ['fruit', 'Neoplasms'], ['bark', 'Contraceptive agents'], ['bark', 'Diarrhea'], ['bark', 'Neoplasms'], ['flower', 'Diabetes mellitus'], ['flower', 'Jaundice'], ['flower', 'Stomach diseases'], ['fruit', 'Abdominal pain'], ['fruit', 'Antitoxins'], ['bark', 'Astringents'], ['fruit', 'Cough'], ['fruit', 'Diarrhea'], ['fruit', 'Digestive system diseases'], ['fruit', 'Fever'], ['fruit', 'Flatulence'], ['fruit', 'Galactogogues'], ['fruit', 'Heart diseases'], ['fruit', 'Hemorrhage'], ['fruit', 'Appetite stimulants']]",Plantae,Dilleniaceae,Angiosperms,Elephant Apple,"Dillenia indica, Dilenia indica","Ayurveda, Siddha, Sowa Rigpa"
4042,Dillenia pentagyna,Dillenia pentagyna,"[['leaf', 'Chest pain'], ['leaf', 'Pregnancy complications'], ['leaf', 'Pruritus'], ['leaf', 'Wounds and injuries'], ['tuber', 'Antiviral agents'], ['whole plant excluding root', 'Cardiovascular system'], ['None', 'Abdominal pain'], ['None', 'Pleurisy'], ['None', 'Cardiovascular agents'], ['None', 'Fistula'], ['None', 'Neuralgia'], ['None', 'Pneumonia'], ['None', 'Tuberculosis'], ['None', 'Wounds and injuries'], ['fruit', 'General tonic for rejuvenation'], ['None', 'Carbuncle'], ['fruit', 'Increase physical endurance, strength and stamina'], ['None', 'Astringents'], ['fruit', 'Digestive system diseases'], ['bark', 'Antineoplastic agents'], ['bark', 'Antirheumatic agents'], ['bark', 'Antiviral agents'], ['bark', 'Burns'], ['bark', 'Dysentery'], ['bark', 'Fever'], ['bark', 'Labor pain'], ['bark', 'Diarrhea'], ['bark', 'Measles'], ['bark', 'Neoplasms'], ['bark', 'Wounds and injuries'], ['fruit', 'Fever'], ['flower', 'Increase physical endurance, strength and stamina'], ['fruit', 'Angiotensin-converting enzyme inhibitors'], ['fruit', 'Appetite stimulants'], ['fruit', 'Cough']]",Plantae,Dilleniaceae,Angiosperms,Karmal,"Dillenia floribunda, Dillenia pentagyna, Dilenia pentagyna","Ayurveda, Siddha"
4044,Dillenia scabrella,Dillenia scabrella,"[['None', 'Wounds and injuries']]",Plantae,Dilleniaceae,Angiosperms,,"Dillenia scabralla, Dillenia scabrella",
4090,Dimocarpus longan,Dimocarpus longan,"[['None', 'Sleep initiation and maintenance disorders'], ['None', 'Neurotic disorders'], ['None', 'Anemia'], ['None', 'Amnesia'], ['whole plant', 'Contraceptive agents'], ['stem', 'Diuretics'], ['stem', 'Central nervous system diseases'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Antimutagenic agents'], ['fruit', 'Sleep initiation and maintenance disorders'], ['fruit', 'Neurotic disorders'], ['fruit', 'Heart diseases'], ['fruit', 'Appetite stimulants'], ['fruit', 'Anthelmintics'], ['fruit', 'Anemia'], ['fruit', 'Amnesia'], ['seed', 'Fever']]",Plantae,Sapindaceae,Angiosperms,Dragon's Eyes,"Euphoria longana, Nephelium longana, Euphoria longan, Dimocarpus longan","Ayurveda, Siddha"
4101,Dioscorea alata,Dioscorea alata,"[['tuber', 'Lung neoplasms'], ['tuber', 'Muscle cramp'], ['tuber', 'Parasympatholytics'], ['tuber', 'Syphilis'], ['None', 'Anthelmintics'], ['None', 'Aphrodisiacs'], ['None', 'Constipation'], ['None', 'Hemorrhage'], ['None', 'Diuretics'], ['None', 'Gonorrhea'], ['None', 'Helminthiasis'], ['None', 'Hemorrhoids'], ['None', 'Leprosy'], ['None', 'Urination disorders'], ['None', 'Diabetes mellitus'], ['tuber', 'Leprosy'], ['tuber', 'Hemorrhoids'], ['tuber', 'Hemorrhage'], ['leaf', 'Exanthema'], ['leaf', 'Furunculosis'], ['leaf', 'Pruritus'], ['stem', 'Anthelmintics'], ['tuber', 'Abortifacient agents'], ['tuber', 'Anthelmintics'], ['stem', 'Pain'], ['tuber', 'Antirheumatic agents'], ['tuber', 'Cardiovascular agents'], ['tuber', 'Diuretics'], ['tuber', 'Edema'], ['tuber', 'Fever'], ['tuber', 'Gonorrhea'], ['tuber', 'Anti-inflammatory agents']]",Plantae,Dioscoreaceae,Angiosperms,,Dioscorea alata,"Ayurveda, Siddha"
4103,Dioscorea bulbifera,Dioscorea bulbifera,"[['tuber', 'Gout'], ['tuber', 'Polyuria'], ['tuber', 'Metabolism'], ['tuber', 'Jaundice'], ['tuber', 'Intestinal diseases, parasitic'], ['tuber', 'Hemorrhoids'], ['tuber', 'Furunculosis'], ['tuber', 'Asthma'], ['tuber', 'Dysentery'], ['tuber', 'Diarrhea'], ['tuber', 'Diabetes mellitus'], ['tuber', 'Cough'], ['tuber', 'Cardiotonic agents'], ['None', 'Rheumatoid arthritis'], ['tuber', 'Fractures, bone'], ['tuber', 'General tonic for rejuvenation'], ['tuber', 'Wounds and injuries'], ['tuber', 'Scorpion stings'], ['None', 'Syphilis'], ['None', 'Peptic ulcer'], ['None', 'Neoplasms'], ['None', 'Mental disorders'], ['None', 'Intestinal diseases, parasitic'], ['None', 'Hemorrhoids'], ['None', 'Dysentery'], ['None', 'Diuretics'], ['None', 'Anthelmintics'], ['tuber', 'Appetite depressants'], ['tuber', 'Ulcer'], ['tuber', 'Tuberculosis, lymph node'], ['tuber', 'Syphilis'], ['tuber', 'Snake bites'], ['tuber', 'Skin diseases'], ['tuber', 'Scabies'], ['tuber', 'Antirheumatic agents'], ['root', 'Hemorrhage'], ['tuber', 'Anorexia'], ['root', 'Cough'], ['root', 'Contraceptive agents'], ['root', 'Common cold'], ['root', 'Asthma'], ['root', 'Appetite stimulants'], ['root', 'Antirheumatic agents'], ['root', 'Diabetes mellitus'], ['root', 'Anthelmintics'], ['rhizome', 'Syphilis'], ['rhizome', 'Hemorrhoids'], ['rhizome', 'Appetite depressants'], ['bulb', 'Anti-infective agents'], ['aerial part', 'Diuretics'], ['tuber', 'Anti-infective agents, local'], ['rhizome', 'Wounds and injuries'], ['root', 'Dysentery'], ['rhizome', 'Anti-infective agents, local'], ['root', 'Gonorrhea'], ['tuber', 'Hair loss'], ['tuber', 'Abdominal pain'], ['root', 'Ulcer'], ['root', 'Syphilis'], ['root', 'Skin diseases'], ['root', 'Fertility agents, female'], ['root', 'General tonic for rejuvenation'], ['root', 'Scorpion stings'], ['root', 'Pain'], ['root', 'Leprosy'], ['root', 'Intestinal diseases, parasitic'], ['root', 'Insect bites and stings'], ['root', 'Hernia'], ['root', 'Hemorrhoids'], ['root', 'Premature ejaculation']]",Plantae,Dioscoreaceae,Angiosperms,Air Yam,Dioscorea bulbifera,"Ayurveda, Siddha, Sowa Rigpa, Unani"
